Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q4,December,Florida,Fort Lauderdale,1.22
Residential,Hotel,Q2,October,Florida,Fort Lauderdale,2.15
Residential,Hotel,Q4,November,Florida,Fort Lauderdale,2.88
Residential,Hotel,Q2,June,Florida,Fort Lauderdale,2.29
Residential,Hotel,Q4,April,Florida,Fort Lauderdale,5.75
Residential,Hotel,Q2,May,Florida,Fort Lauderdale,6.13
Service,Apartment,Q4,December,Florida,Fort Lauderdale,5.88
Service,Apartment,Q2,October,Florida,Fort Lauderdale,6.23
Service,Apartment,Q4,November,Florida,Fort Lauderdale,11.23
Service,Apartment,Q2,June,Florida,Fort Lauderdale,12.42
Service,Apartment,Q4,April,Florida,Fort Lauderdale,15.03
Service,Apartment,Q2,May,Florida,Fort Lauderdale,22.31
Production,House,Q4,December,Florida,Fort Lauderdale,22.67
Production,House,Q2,October,Florida,Fort Lauderdale,24.64
Production,House,Q4,November,Florida,Fort Lauderdale,25.98
Production,House,Q2,June,Florida,Fort Lauderdale,30.02
Production,House,Q4,April,Florida,Fort Lauderdale,31.75
Production,House,Q2,May,Florida,Fort Lauderdale,33.37
Residential,Hospital,Q4,December,Florida,Fort Lauderdale,34.9
Residential,Hospital,Q2,October,Florida,Fort Lauderdale,39.85
Residential,Hospital,Q4,November,Florida,Fort Lauderdale,39.35
Residential,Hospital,Q2,June,Florida,Fort Lauderdale,42.46
Residential,Hospital,Q4,April,Florida,Fort Lauderdale,42.05
Residential,Hospital,Q2,May,Florida,Fort Lauderdale,45.89
Service,School,Q4,December,Florida,Fort Lauderdale,46.45
Service,School,Q2,October,Florida,Fort Lauderdale,46.21
Service,School,Q4,November,Florida,Fort Lauderdale,46.12
Service,School,Q2,June,Florida,Fort Lauderdale,45.52
Service,School,Q4,April,Florida,Fort Lauderdale,54.18
Service,School,Q2,May,Florida,Fort Lauderdale,58.27
Production,Factory,Q4,December,Florida,Fort Lauderdale,61.54
Production,Factory,Q2,October,Florida,Fort Lauderdale,66.18
Production,Factory,Q4,November,Florida,Fort Lauderdale,66.74
Production,Factory,Q2,June,Florida,Fort Lauderdale,70.99
Production,Factory,Q4,April,Florida,Fort Lauderdale,72.32
Production,Factory,Q2,May,Florida,Fort Lauderdale,84.65
Residential,Workshop,Q4,December,Florida,Fort Lauderdale,86.93
Residential,Workshop,Q2,October,Florida,Fort Lauderdale,90.06
Residential,Workshop,Q4,November,Florida,Fort Lauderdale,90.89
Residential,Workshop,Q2,June,Florida,Fort Lauderdale,97.49
Residential,Workshop,Q4,April,Florida,Fort Lauderdale,98.11
Residential,Workshop,Q2,May,Florida,Fort Lauderdale,99.21
