State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Georgia,Albany,2017,Air,Thermal,2.26
Georgia,Albany,2017,Soil,Light,4.42
Georgia,Albany,2017,Water,Noise,13.38
Georgia,Albany,2017,Air,Inorganic Fertilizers,16.05
Georgia,Albany,2017,Soil,Solid Waste,16.89
Georgia,Albany,2017,Water,Urban Activities,19.63
Georgia,Albany,2017,Air,Industrial,21.54
Georgia,Albany,2017,Soil,Inferior Irrigation,22.97
Georgia,Albany,2017,Water,Groundwater,24.96
Georgia,Albany,2017,Air,Chemical,26.55
Georgia,Albany,2017,Soil,Oxygen-depletion,31.93
Georgia,Albany,2017,Water,Surface water,32.72
Georgia,Albany,2017,Air,Thermal,-95.23
Georgia,Albany,2017,Soil,Light,31.04
Georgia,Albany,2017,Water,Noise,-96.15
Oregon,Columbus,2016,Air,Thermal,-94.11
Oregon,Columbus,2016,Soil,Light,37.41
Oregon,Columbus,2016,Water,Noise,-90.71
Oregon,Columbus,2016,Air,Inorganic Fertilizers,42.18
Oregon,Columbus,2016,Soil,Solid Waste,42.87
Oregon,Columbus,2016,Water,Urban Activities,-83.85
Oregon,Columbus,2016,Air,Industrial,52.62
Oregon,Columbus,2016,Soil,Inferior Irrigation,-75.99
Oregon,Columbus,2016,Water,Groundwater,54.35
Oregon,Columbus,2016,Air,Chemical,56.26
Oregon,Columbus,2016,Soil,Oxygen-depletion,-71.05
Oregon,Columbus,2016,Water,Surface water,-70.3
Oregon,Columbus,2016,Air,Thermal,-69.27
Oregon,Columbus,2016,Soil,Light,58.87
Oregon,Columbus,2016,Water,Noise,-66.2
Georgia,Portland,2020,Air,Thermal,64.53
Georgia,Portland,2020,Soil,Light,-63.06
Georgia,Portland,2020,Water,Noise,-60.18
Georgia,Portland,2020,Air,Inorganic Fertilizers,73.39
Georgia,Portland,2020,Soil,Solid Waste,74.42
Georgia,Portland,2020,Water,Urban Activities,-54.87
Georgia,Portland,2020,Air,Industrial,76.34
Georgia,Portland,2020,Soil,Inferior Irrigation,76.65
Georgia,Portland,2020,Water,Groundwater,78.52
Georgia,Portland,2020,Air,Chemical,-49.91
Georgia,Portland,2020,Soil,Oxygen-depletion,-50.48
Georgia,Portland,2020,Water,Surface water,81.31
Georgia,Portland,2020,Air,Thermal,82.54
Georgia,Portland,2020,Soil,Light,-50.87
Georgia,Portland,2020,Water,Noise,-42.32
Oregon,Redmond,2017,Air,Thermal,-41.2
Oregon,Redmond,2017,Soil,Light,-41.94
Oregon,Redmond,2017,Water,Noise,-33.27
Oregon,Redmond,2017,Air,Inorganic Fertilizers,-33.53
Oregon,Redmond,2017,Soil,Solid Waste,98.47
Oregon,Redmond,2017,Water,Urban Activities,-29.06
Oregon,Redmond,2017,Air,Industrial,-26.12
Oregon,Redmond,2017,Soil,Inferior Irrigation,-25.42
Oregon,Redmond,2017,Water,Groundwater,-25.83
Oregon,Redmond,2017,Air,Chemical,-21.37
Oregon,Redmond,2017,Soil,Oxygen-depletion,-18.46
Oregon,Redmond,2017,Water,Surface water,-13.66
Oregon,Redmond,2017,Air,Thermal,-12.4
Oregon,Redmond,2017,Soil,Light,-7.31
Oregon,Redmond,2017,Water,Noise,-3.69
