State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Illinois,Chicago,2017,Soil,Inferior Irrigation,1.29
Illinois,Chicago,2017,Air,Inorganic Fertilizers,1.85
Illinois,Chicago,2017,Water,Industrial,5.97
Illinois,Chicago,2017,Soil,Urban Activities,14.47
Illinois,Chicago,2017,Air,Solid Waste,15.8
Illinois,Chicago,2017,Water,Light,16.18
Illinois,Chicago,2017,Soil,Thermal,17.65
Illinois,Chicago,2017,Air,Noise,16.05
Illinois,Chicago,2017,Water,Chemical,19.13
Illinois,Chicago,2017,Soil,Oxygen-depletion,18.5
Illinois,Chicago,2017,Air,Surface water,19.58
Illinois,Chicago,2017,Water,Groundwater,22.71
Illinois,Chicago,2017,Soil,Inferior Irrigation,23.31
Illinois,Chicago,2017,Air,Inorganic Fertilizers,30.37
Illinois,Chicago,2017,Water,Industrial,31.2
Massachusetts,Champaign,2015,Soil,Inferior Irrigation,32.17
Massachusetts,Champaign,2015,Air,Inorganic Fertilizers,43.78
Massachusetts,Champaign,2015,Water,Industrial,44.71
Massachusetts,Champaign,2015,Soil,Urban Activities,43.91
Massachusetts,Champaign,2015,Air,Solid Waste,47.51
Massachusetts,Champaign,2015,Water,Light,49.77
Massachusetts,Champaign,2015,Soil,Thermal,50.51
Massachusetts,Champaign,2015,Air,Noise,51.24
Massachusetts,Champaign,2015,Water,Chemical,53.31
Massachusetts,Champaign,2015,Soil,Oxygen-depletion,53.26
Massachusetts,Champaign,2015,Air,Surface water,58.32
Massachusetts,Champaign,2015,Water,Groundwater,59.06
Massachusetts,Champaign,2015,Soil,Inferior Irrigation,62.26
Massachusetts,Champaign,2015,Air,Inorganic Fertilizers,68.23
Massachusetts,Champaign,2015,Water,Industrial,70.29
California,Springfield,2018,Soil,Inferior Irrigation,71.8
California,Springfield,2018,Air,Inorganic Fertilizers,72.37
California,Springfield,2018,Water,Industrial,70.99
California,Springfield,2018,Soil,Urban Activities,74.29
California,Springfield,2018,Air,Solid Waste,75.53
California,Springfield,2018,Water,Light,72.05
California,Springfield,2018,Soil,Thermal,-88.88
California,Springfield,2018,Air,Noise,78.66
California,Springfield,2018,Water,Chemical,78.18
California,Springfield,2018,Soil,Oxygen-depletion,80.42
California,Springfield,2018,Air,Surface water,81.01
California,Springfield,2018,Water,Groundwater,81.75
California,Springfield,2018,Soil,Inferior Irrigation,82.03
California,Springfield,2018,Air,Inorganic Fertilizers,82.27
California,Springfield,2018,Water,Industrial,85.85
Illinois,Boston,2019,Soil,Inferior Irrigation,81.96
Illinois,Boston,2019,Air,Inorganic Fertilizers,86.5
Illinois,Boston,2019,Water,Industrial,-86.38
Illinois,Boston,2019,Soil,Urban Activities,88.57
Illinois,Boston,2019,Air,Solid Waste,90.97
Illinois,Boston,2019,Water,Light,-84.2
Illinois,Boston,2019,Soil,Thermal,92.35
Illinois,Boston,2019,Air,Noise,93.89
Illinois,Boston,2019,Water,Chemical,95.91
Illinois,Boston,2019,Soil,Oxygen-depletion,98.18
Illinois,Boston,2019,Air,Surface water,98.22
Illinois,Boston,2019,Water,Groundwater,98.06
Illinois,Boston,2019,Soil,Inferior Irrigation,99.34
Illinois,Boston,2019,Air,Inorganic Fertilizers,99.53
Illinois,Boston,2019,Water,Industrial,-0.82
Massachusetts,Cambridge,2017,Soil,Inferior Irrigation,71.52
Massachusetts,Cambridge,2017,Air,Inorganic Fertilizers,72.92
Massachusetts,Cambridge,2017,Water,Industrial,75.3
Massachusetts,Cambridge,2017,Soil,Urban Activities,-0.18
Massachusetts,Cambridge,2017,Air,Solid Waste,-0.45
Massachusetts,Cambridge,2017,Water,Light,-99.99
Massachusetts,Cambridge,2017,Soil,Thermal,-99.87
Massachusetts,Cambridge,2017,Air,Noise,-93.43
Massachusetts,Cambridge,2017,Water,Chemical,-93.6
Massachusetts,Cambridge,2017,Soil,Oxygen-depletion,-91.35
Massachusetts,Cambridge,2017,Air,Surface water,-90.77
Massachusetts,Cambridge,2017,Water,Groundwater,-89.62
Massachusetts,Cambridge,2017,Soil,Inferior Irrigation,-88.61
Massachusetts,Cambridge,2017,Air,Inorganic Fertilizers,-88.19
Massachusetts,Cambridge,2017,Water,Industrial,-87.46
California,San Francisco,2015,Soil,Inferior Irrigation,-85.59
California,San Francisco,2015,Air,Inorganic Fertilizers,-85.63
California,San Francisco,2015,Water,Industrial,-84.06
California,San Francisco,2015,Soil,Urban Activities,-82.9
California,San Francisco,2015,Air,Solid Waste,-82.38
California,San Francisco,2015,Water,Light,-80.49
California,San Francisco,2015,Soil,Thermal,-79.18
California,San Francisco,2015,Air,Noise,-79.86
California,San Francisco,2015,Water,Chemical,-77.95
California,San Francisco,2015,Soil,Oxygen-depletion,-77.98
California,San Francisco,2015,Air,Surface water,-75.36
California,San Francisco,2015,Water,Groundwater,-75.55
California,San Francisco,2015,Soil,Inferior Irrigation,-70.89
California,San Francisco,2015,Air,Inorganic Fertilizers,-69.13
California,San Francisco,2015,Water,Industrial,-68.31
Illinois,Malibu,2018,Soil,Inferior Irrigation,-67.43
Illinois,Malibu,2018,Air,Inorganic Fertilizers,-66.65
Illinois,Malibu,2018,Water,Industrial,-64.29
Illinois,Malibu,2018,Soil,Urban Activities,-62.08
Illinois,Malibu,2018,Air,Solid Waste,-61.51
Illinois,Malibu,2018,Water,Light,-54.31
Illinois,Malibu,2018,Soil,Thermal,-52.51
Illinois,Malibu,2018,Air,Noise,-51.35
Illinois,Malibu,2018,Water,Chemical,-49.08
Illinois,Malibu,2018,Soil,Oxygen-depletion,-48.35
Illinois,Malibu,2018,Air,Surface water,-48.33
Illinois,Malibu,2018,Water,Groundwater,-44.73
Illinois,Malibu,2018,Soil,Inferior Irrigation,-44.03
Illinois,Malibu,2018,Air,Inorganic Fertilizers,-42.64
Illinois,Malibu,2018,Water,Industrial,-44.62
Massachusetts,Berkeley,2019,Soil,Inferior Irrigation,-40.35
Massachusetts,Berkeley,2019,Air,Inorganic Fertilizers,-37.66
Massachusetts,Berkeley,2019,Water,Industrial,-35.17
Massachusetts,Berkeley,2019,Soil,Urban Activities,-33.9
Massachusetts,Berkeley,2019,Air,Solid Waste,-33.95
Massachusetts,Berkeley,2019,Water,Light,-31.71
Massachusetts,Berkeley,2019,Soil,Thermal,-29.98
Massachusetts,Berkeley,2019,Air,Noise,-28.24
Massachusetts,Berkeley,2019,Water,Chemical,-27.24
Massachusetts,Berkeley,2019,Soil,Oxygen-depletion,-24.38
Massachusetts,Berkeley,2019,Air,Surface water,-20.2
Massachusetts,Berkeley,2019,Water,Groundwater,-17.09
Massachusetts,Berkeley,2019,Soil,Inferior Irrigation,-15.01
Massachusetts,Berkeley,2019,Air,Inorganic Fertilizers,-12.9
Massachusetts,Berkeley,2019,Water,Industrial,-5.4
