Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q4,November,Michigan,Detroit,3.82
Residential,Hotel,Q1,December,California,Flint,3.75
Residential,Hotel,Q4,October,Michigan,Los-Angeles,5.83
Residential,Hotel,Q1,January,California,Berkeley,8.28
Residential,Hotel,Q4,March,Michigan,Detroit,11.68
Residential,Hotel,Q1,November,California,Flint,11.24
Production,House,Q4,November,Michigan,Detroit,16.07
Production,House,Q1,December,California,Flint,17.07
Production,House,Q4,October,Michigan,Los-Angeles,19.01
Production,House,Q1,January,California,Berkeley,22.8
Production,House,Q4,March,Michigan,Detroit,24.47
Production,House,Q1,November,California,Flint,27.87
Culture,Apartment,Q4,November,Michigan,Detroit,29.63
Culture,Apartment,Q1,December,California,Flint,30.36
Culture,Apartment,Q4,October,Michigan,Los-Angeles,29.08
Culture,Apartment,Q1,January,California,Berkeley,29.69
Culture,Apartment,Q4,March,Michigan,Detroit,33.85
Culture,Apartment,Q1,November,California,Flint,35.77
Residential,Factory,Q4,November,Michigan,Detroit,36.12
Residential,Factory,Q1,December,California,Flint,41.99
Residential,Factory,Q4,October,Michigan,Los-Angeles,42.43
Residential,Factory,Q1,January,California,Berkeley,44.65
Residential,Factory,Q4,March,Michigan,Detroit,45.4
Residential,Factory,Q1,November,California,Flint,48.43
Production,Workshop,Q4,November,Michigan,Detroit,49.19
Production,Workshop,Q1,December,California,Flint,50.06
Production,Workshop,Q4,October,Michigan,Los-Angeles,54.03
Production,Workshop,Q1,January,California,Berkeley,55.28
Production,Workshop,Q4,March,Michigan,Detroit,64.34
Production,Workshop,Q1,November,California,Flint,66.73
Culture,Museum,Q4,November,Michigan,Detroit,68.84
Culture,Museum,Q1,December,California,Flint,73.92
Culture,Museum,Q4,October,Michigan,Los-Angeles,74.13
Culture,Museum,Q1,January,California,Berkeley,79.17
Culture,Museum,Q4,March,Michigan,Detroit,79.7
Culture,Museum,Q1,November,California,Flint,79.93
Residential,Theatre,Q4,November,Michigan,Detroit,81.86
Residential,Theatre,Q1,December,California,Flint,89.17
Residential,Theatre,Q4,October,Michigan,Los-Angeles,91.75
Residential,Theatre,Q1,January,California,Berkeley,94.48
Residential,Theatre,Q4,March,Michigan,Detroit,98.03
Residential,Theatre,Q1,November,California,Flint,98.68
