Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2019,Q3,Dairy,Cream,653.57
Export,2019,Q3,Meat,Milk,911.58
Export,2019,Q3,Cereals,Lamb,399.69
Export,2019,Q3,Dairy,Camel,913.44
Export,2019,Q3,Meat,Duck,23.1
Export,2019,Q3,Cereals,Corn,664.99
Export,2019,Q3,Dairy,Seeds,26.14
Export,2019,Q3,Meat,Cream,156.92
Export,2019,Q3,Cereals,Milk,29.73
Export,2017,Q3,Dairy,Cream,927.8
Export,2017,Q3,Meat,Milk,289.79
Export,2017,Q3,Cereals,Lamb,421.18
Export,2017,Q3,Dairy,Camel,39.55
Export,2017,Q3,Meat,Duck,301.64
Export,2017,Q3,Cereals,Corn,430.52
Export,2017,Q3,Dairy,Seeds,302.13
Export,2017,Q3,Meat,Cream,432.97
Export,2017,Q3,Cereals,Milk,561.74
Export,2020,Q3,Dairy,Cream,306.93
Export,2020,Q3,Meat,Milk,691.29
Export,2020,Q3,Cereals,Lamb,302.5
Export,2020,Q3,Dairy,Camel,821.71
Export,2020,Q3,Meat,Duck,827.59
Export,2020,Q3,Cereals,Corn,316.23
Export,2020,Q3,Dairy,Seeds,830.38
Export,2020,Q3,Meat,Cream,64.31
Export,2020,Q3,Cereals,Milk,579.12
Export,2019,Q3,Dairy,Cream,459.98
Export,2019,Q3,Meat,Milk,720.99
Export,2019,Q3,Cereals,Lamb,977.24
Export,2019,Q3,Dairy,Camel,338.0
Export,2019,Q3,Meat,Duck,977.04
Export,2019,Q3,Cereals,Corn,341.2
Export,2019,Q3,Dairy,Seeds,726.66
Export,2019,Q3,Meat,Cream,215.37
Export,2019,Q3,Cereals,Milk,856.26
Export,2017,Q3,Dairy,Cream,90.81
Export,2017,Q3,Meat,Milk,478.03
Export,2017,Q3,Cereals,Lamb,613.88
Export,2017,Q3,Dairy,Camel,249.75
Export,2017,Q3,Meat,Duck,231.47
Export,2017,Q3,Cereals,Corn,751.87
Export,2017,Q3,Dairy,Seeds,245.51
Export,2017,Q3,Meat,Cream,249.35
Export,2017,Q3,Cereals,Milk,383.25
