Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q4,December,Illinois,Chicago,0.19
Residential,Hotel,Q3,November,Oregon,Portland,1.57
Residential,Hotel,Q1,October,Illinois,Redmond,4.4
Residential,Hotel,Q4,July,Oregon,Chicago,5.14
Residential,Hotel,Q3,August,Illinois,Portland,5.2
Residential,Hotel,Q1,September,Oregon,Redmond,8.88
Residential,Hotel,Q4,February,Illinois,Chicago,8.22
Residential,Hotel,Q3,January,Oregon,Portland,12.55
Residential,Hotel,Q1,December,Illinois,Redmond,13.55
Service,Apartment,Q4,December,Illinois,Chicago,14.18
Service,Apartment,Q3,November,Oregon,Portland,13.2
Service,Apartment,Q1,October,Illinois,Redmond,16.31
Service,Apartment,Q4,July,Oregon,Chicago,17.47
Service,Apartment,Q3,August,Illinois,Portland,13.13
Service,Apartment,Q1,September,Oregon,Redmond,19.3
Service,Apartment,Q4,February,Illinois,Chicago,24.75
Service,Apartment,Q3,January,Oregon,Portland,28.08
Service,Apartment,Q1,December,Illinois,Redmond,33.43
Production,House,Q4,December,Illinois,Chicago,33.83
Production,House,Q3,November,Oregon,Portland,35.76
Production,House,Q1,October,Illinois,Redmond,36.83
Production,House,Q4,July,Oregon,Chicago,36.17
Production,House,Q3,August,Illinois,Portland,38.96
Production,House,Q1,September,Oregon,Redmond,37.22
Production,House,Q4,February,Illinois,Chicago,40.55
Production,House,Q3,January,Oregon,Portland,38.73
Production,House,Q1,December,Illinois,Redmond,36.8
Residential,Hospital,Q4,December,Illinois,Chicago,38.74
Residential,Hospital,Q3,November,Oregon,Portland,38.14
Residential,Hospital,Q1,October,Illinois,Redmond,45.39
Residential,Hospital,Q4,July,Oregon,Chicago,50.67
Residential,Hospital,Q3,August,Illinois,Portland,56.29
Residential,Hospital,Q1,September,Oregon,Redmond,58.57
Residential,Hospital,Q4,February,Illinois,Chicago,58.01
Residential,Hospital,Q3,January,Oregon,Portland,61.92
Residential,Hospital,Q1,December,Illinois,Redmond,61.49
Service,Administration,Q4,December,Illinois,Chicago,63.25
Service,Administration,Q3,November,Oregon,Portland,63.76
Service,Administration,Q1,October,Illinois,Redmond,65.53
Service,Administration,Q4,July,Oregon,Chicago,67.4
Service,Administration,Q3,August,Illinois,Portland,68.63
Service,Administration,Q1,September,Oregon,Redmond,67.97
Service,Administration,Q4,February,Illinois,Chicago,68.91
Service,Administration,Q3,January,Oregon,Portland,73.87
Service,Administration,Q1,December,Illinois,Redmond,76.8
Production,Workshop,Q4,December,Illinois,Chicago,78.89
Production,Workshop,Q3,November,Oregon,Portland,80.29
Production,Workshop,Q1,October,Illinois,Redmond,81.62
Production,Workshop,Q4,July,Oregon,Chicago,82.29
Production,Workshop,Q3,August,Illinois,Portland,84.94
Production,Workshop,Q1,September,Oregon,Redmond,85.96
Production,Workshop,Q4,February,Illinois,Chicago,84.75
Production,Workshop,Q3,January,Oregon,Portland,87.22
Production,Workshop,Q1,December,Illinois,Redmond,88.82
Residential,Factory,Q4,December,Illinois,Chicago,90.29
Residential,Factory,Q3,November,Oregon,Portland,92.21
Residential,Factory,Q1,October,Illinois,Redmond,93.64
Residential,Factory,Q4,July,Oregon,Chicago,93.52
Residential,Factory,Q3,August,Illinois,Portland,95.8
Residential,Factory,Q1,September,Oregon,Redmond,99.16
Residential,Factory,Q4,February,Illinois,Chicago,99.11
Residential,Factory,Q3,January,Oregon,Portland,99.6
Residential,Factory,Q1,December,Illinois,Redmond,99.34
