Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q1,March,6.06
Production,Factory,Q3,January,7.57
Production,Factory,Q1,February,9.4
Production,Factory,Q3,September,12.14
Production,Factory,Q1,July,24.35
Production,Factory,Q3,August,26.61
Service,Workshop,Q1,March,27.96
Service,Workshop,Q3,January,29.37
Service,Workshop,Q1,February,36.09
Service,Workshop,Q3,September,36.66
Service,Workshop,Q1,July,41.04
Service,Workshop,Q3,August,43.74
Production,Hospital,Q1,March,45.32
Production,Hospital,Q3,January,45.41
Production,Hospital,Q1,February,47.83
Production,Hospital,Q3,September,48.93
Production,Hospital,Q1,July,48.54
Production,Hospital,Q3,August,48.8
Service,Library,Q1,March,53.22
Service,Library,Q3,January,56.17
Service,Library,Q1,February,59.13
Service,Library,Q3,September,65.04
Service,Library,Q1,July,95.48
Service,Library,Q3,August,96.45
