AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,257.74
AAdk,BBtw,CCst,DDnw,774.11
AAdk,BBtw,CCbx,DDrz,520.61
AAdk,BBtw,CChv,DDcl,905.92
AAdk,BBtw,CCst,DDlp,649.75
AAdk,BBtw,CCbx,DDcs,142.93
AAdk,BBtw,CChv,DDhm,528.93
AAdk,BBtw,CCst,DDdf,669.12
AAdk,BBtw,CCbx,DDjn,542.24
AAdk,BBrv,CChv,DDnt,416.85
AAdk,BBrv,CCst,DDnw,289.61
AAdk,BBrv,CCbx,DDrz,934.35
AAdk,BBrv,CChv,DDcl,553.44
AAdk,BBrv,CCst,DDlp,554.22
AAdk,BBrv,CCbx,DDcs,174.06
AAdk,BBrv,CChv,DDhm,942.99
AAdk,BBrv,CCst,DDdf,310.03
AAdk,BBrv,CCbx,DDjn,320.13
AAdk,BBmn,CChv,DDnt,834.01
AAdk,BBmn,CCst,DDnw,963.94
AAdk,BBmn,CCbx,DDrz,962.91
AAdk,BBmn,CChv,DDcl,963.63
AAdk,BBmn,CCst,DDlp,322.79
AAdk,BBmn,CCbx,DDcs,579.96
AAdk,BBmn,CChv,DDhm,994.05
AAdk,BBmn,CCst,DDdf,994.69
AAdk,BBmn,CCbx,DDjn,995.25
AAdk,BBtw,CChv,DDnt,231.12
AAdk,BBtw,CCst,DDnw,489.91
AAdk,BBtw,CCbx,DDrz,237.15
AAdk,BBtw,CChv,DDcl,622.94
AAdk,BBtw,CCst,DDlp,623.43
AAdk,BBtw,CCbx,DDcs,374.85
AAdk,BBtw,CChv,DDhm,247.63
AAdk,BBtw,CCst,DDdf,635.06
AAdk,BBtw,CCbx,DDjn,381.62
