AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,65.59
AAdk,BBtw,CCst,DDnw,643.65
AAdk,BBtw,CChv,DDrz,775.8
AAdk,BBtw,CCst,DDcl,648.32
AAdk,BBtw,CChv,DDlp,487.81
AAdk,BBtw,CCst,DDnt,139.58
AAdk,BBrv,CChv,DDnt,268.8
AAdk,BBrv,CCst,DDnw,204.83
AAdk,BBrv,CChv,DDrz,459.94
AAdk,BBrv,CCst,DDcl,945.68
AAdk,BBrv,CChv,DDlp,114.66
AAdk,BBrv,CCst,DDnt,19.17
AAdk,BBtw,CChv,DDnt,180.47
AAdk,BBtw,CCst,DDnw,660.56
AAdk,BBtw,CChv,DDrz,499.98
AAdk,BBtw,CCst,DDcl,727.68
AAdk,BBtw,CChv,DDlp,571.9
AAdk,BBtw,CCst,DDnt,957.05
