Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,269.94
AAdk,BBtw,CCst,DDnw,530.31
AAdk,BBtw,CCbx,DDrz,147.97
AAdk,BBtw,CChv,DDcl,282.45
AAdk,BBtw,CCst,DDlp,426.11
AAdk,BBtw,CCbx,DDcs,814.53
AAdk,BBtw,CChv,DDhm,564.63
AAdk,BBtw,CCst,DDdf,61.35
AAdk,BBtw,CCbx,DDnt,830.35
AAdk,BBrv,CChv,DDnt,451.55
AAdk,BBrv,CCst,DDnw,454.34
AAdk,BBrv,CCbx,DDrz,710.6
AAdk,BBrv,CChv,DDcl,970.62
AAdk,BBrv,CCst,DDlp,845.95
AAdk,BBrv,CCbx,DDcs,846.03
AAdk,BBrv,CChv,DDhm,593.24
AAdk,BBrv,CCst,DDdf,722.31
AAdk,BBrv,CCbx,DDnt,981.54
AAdk,BBtw,CChv,DDnt,472.88
AAdk,BBtw,CCst,DDnw,348.08
AAdk,BBtw,CCbx,DDrz,478.45
AAdk,BBtw,CChv,DDcl,736.71
AAdk,BBtw,CCst,DDlp,104.22
AAdk,BBtw,CCbx,DDcs,883.54
AAdk,BBtw,CChv,DDhm,628.41
AAdk,BBtw,CCst,DDdf,245.36
AAdk,BBtw,CCbx,DDnt,382.77
