AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,384.17
AAdk,BBtw,CCst,DDnw,512.3
AAdk,BBtw,CChv,DDrz,907.17
AAdk,BBtw,CCst,DDcl,781.85
AAdk,BBtw,CChv,DDlp,397.63
AAdk,BBtw,CCst,DDnt,527.67
AAdk,BBrv,CChv,DDnt,150.48
AAdk,BBrv,CCst,DDnw,153.08
AAdk,BBrv,CChv,DDrz,679.51
AAdk,BBrv,CCst,DDcl,807.53
AAdk,BBrv,CChv,DDlp,172.88
AAdk,BBrv,CCst,DDnt,689.71
AAdk,BBmn,CChv,DDnt,952.22
AAdk,BBmn,CCst,DDnw,187.25
AAdk,BBmn,CChv,DDrz,326.93
AAdk,BBmn,CCst,DDcl,966.97
AAdk,BBmn,CChv,DDlp,966.18
AAdk,BBmn,CCst,DDnt,971.77
AAdk,BBtw,CChv,DDnt,974.35
AAdk,BBtw,CCst,DDnw,206.88
AAdk,BBtw,CChv,DDrz,341.69
AAdk,BBtw,CCst,DDcl,728.47
AAdk,BBtw,CChv,DDlp,360.16
AAdk,BBtw,CCst,DDnt,747.15
