Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,641.49
AAdk,BBtw,CChv,DDtv,EEmn,389.15
AAdk,BBtw,CChv,DDnt,EEfh,909.83
AAdk,BBtw,CChv,DDtv,EElp,782.38
AAdk,BBtw,CChv,DDnt,EEfx,19.41
AAdk,BBtw,CChv,DDtv,EEhr,916.46
AAdk,BBst,CChv,DDnt,EEdn,791.77
AAdk,BBst,CChv,DDtv,EEmn,153.78
AAdk,BBst,CChv,DDnt,EEfh,411.47
AAdk,BBst,CChv,DDtv,EElp,411.78
AAdk,BBst,CChv,DDnt,EEfx,562.91
AAdk,BBst,CChv,DDtv,EEhr,310.75
AAdk,BBrz,CChv,DDnt,EEdn,703.34
AAdk,BBrz,CChv,DDtv,EEmn,196.71
AAdk,BBrz,CChv,DDnt,EEfh,966.37
AAdk,BBrz,CChv,DDtv,EElp,458.67
AAdk,BBrz,CChv,DDnt,EEfx,204.89
AAdk,BBrz,CChv,DDtv,EEhr,212.26
AAdk,BBtw,CChv,DDnt,EEdn,988.86
AAdk,BBtw,CChv,DDtv,EEmn,476.67
AAdk,BBtw,CChv,DDnt,EEfh,608.39
AAdk,BBtw,CChv,DDtv,EElp,486.99
AAdk,BBtw,CChv,DDnt,EEfx,747.1
AAdk,BBtw,CChv,DDtv,EEhr,748.61
AAdk,BBst,CChv,DDnt,EEdn,493.13
AAdk,BBst,CChv,DDtv,EEmn,364.05
AAdk,BBst,CChv,DDnt,EEfh,243.37
AAdk,BBst,CChv,DDtv,EElp,124.35
AAdk,BBst,CChv,DDnt,EEfx,253.67
AAdk,BBst,CChv,DDtv,EEhr,638.14
