Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,897.13
AAdk,BBtw,CChv,DDtv,EEmn,261.65
AAdk,BBtw,CChv,DDpw,EEfh,649.68
AAdk,BBtw,CChv,DDnt,EElp,16.76
AAdk,BBtw,CChv,DDtv,EEfx,664.51
AAdk,BBtw,CChv,DDpw,EEhr,25.99
AAdk,BBst,CChv,DDnt,EEdn,538.74
AAdk,BBst,CChv,DDtv,EEmn,171.3
AAdk,BBst,CChv,DDpw,EEfh,43.48
AAdk,BBst,CChv,DDnt,EElp,45.21
AAdk,BBst,CChv,DDtv,EEfx,949.63
AAdk,BBst,CChv,DDpw,EEhr,695.45
AAdk,BBtw,CChv,DDnt,EEdn,186.52
AAdk,BBtw,CChv,DDtv,EEmn,844.95
AAdk,BBtw,CChv,DDpw,EEfh,595.61
AAdk,BBtw,CChv,DDnt,EElp,467.55
AAdk,BBtw,CChv,DDtv,EEfx,603.56
AAdk,BBtw,CChv,DDpw,EEhr,222.15
AAdk,BBst,CChv,DDnt,EEdn,736.27
AAdk,BBst,CChv,DDtv,EEmn,997.75
AAdk,BBst,CChv,DDpw,EEfh,361.48
AAdk,BBst,CChv,DDnt,EElp,621.52
AAdk,BBst,CChv,DDtv,EEfx,880.65
AAdk,BBst,CChv,DDpw,EEhr,254.16
