Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,132.71
AAdk,BBtw,CCst,DDnw,391.35
AAdk,BBtw,CChv,DDrz,776.55
AAdk,BBtw,CCst,DDcl,266.56
AAdk,BBtw,CChv,DDlp,20.21
AAdk,BBtw,CCst,DDnt,155.09
AAdk,BBrv,CChv,DDnt,31.91
AAdk,BBrv,CCst,DDnw,935.02
AAdk,BBrv,CChv,DDrz,816.93
AAdk,BBrv,CCst,DDcl,177.45
AAdk,BBrv,CChv,DDlp,181.82
AAdk,BBrv,CCst,DDnt,192.51
AAdk,BBmn,CChv,DDnt,450.55
AAdk,BBmn,CCst,DDnw,837.82
AAdk,BBmn,CChv,DDrz,326.8
AAdk,BBmn,CCst,DDcl,331.32
AAdk,BBmn,CChv,DDlp,843.36
AAdk,BBmn,CCst,DDnt,210.55
AAdk,BBtw,CChv,DDnt,980.29
AAdk,BBtw,CCst,DDnw,614.05
AAdk,BBtw,CChv,DDrz,619.53
AAdk,BBtw,CCst,DDcl,242.3
AAdk,BBtw,CChv,DDlp,628.6
AAdk,BBtw,CCst,DDnt,253.55
