Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,130.53
AAdk,BBtw,CCst,DDnw,771.65
AAdk,BBtw,CCbx,DDrz,965.99
AAdk,BBtw,CChv,DDcl,583.87
AAdk,BBtw,CCst,DDlp,265.97
AAdk,BBtw,CCbx,DDcs,778.91
AAdk,BBrv,CChv,DDnt,218.84
AAdk,BBrv,CCst,DDnw,207.72
AAdk,BBrv,CCbx,DDrz,370.25
AAdk,BBrv,CChv,DDcl,114.87
AAdk,BBrv,CCst,DDlp,852.26
AAdk,BBrv,CCbx,DDcs,533.81
AAdk,BBtw,CChv,DDnt,725.84
AAdk,BBtw,CCst,DDnw,533.79
AAdk,BBtw,CCbx,DDrz,569.9
AAdk,BBtw,CChv,DDcl,90.79
AAdk,BBtw,CCst,DDlp,829.07
AAdk,BBtw,CCbx,DDcs,702.4
