AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,134.37
AAdk,BBtw,CCst,DDnw,135.96
AAdk,BBtw,CCbx,DDrz,162.55
AAdk,BBtw,CChv,DDcl,678.62
AAdk,BBtw,CCst,DDlp,50.67
AAdk,BBtw,CCbx,DDcs,950.46
AAdk,BBrv,CChv,DDnt,952.95
AAdk,BBrv,CCst,DDnw,826.87
AAdk,BBrv,CCbx,DDrz,59.41
AAdk,BBrv,CChv,DDcl,64.14
AAdk,BBrv,CCst,DDlp,583.52
AAdk,BBrv,CCbx,DDcs,586.19
AAdk,BBmn,CChv,DDnt,587.67
AAdk,BBmn,CCst,DDnw,203.18
AAdk,BBmn,CCbx,DDrz,847.92
AAdk,BBmn,CChv,DDcl,720.2
AAdk,BBmn,CCst,DDlp,976.19
AAdk,BBmn,CCbx,DDcs,339.91
AAdk,BBtw,CChv,DDnt,989.51
AAdk,BBtw,CCst,DDnw,862.89
AAdk,BBtw,CCbx,DDrz,997.58
AAdk,BBtw,CChv,DDcl,496.49
AAdk,BBtw,CCst,DDlp,627.83
AAdk,BBtw,CCbx,DDcs,116.0
