AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,768.16
AAdk,BBtw,CCst,DDnw,773.58
AAdk,BBtw,CCbx,DDrz,773.18
AAdk,BBtw,CChv,DDcl,650.24
AAdk,BBtw,CCst,DDlp,522.08
AAdk,BBtw,CCbx,DDcs,141.44
AAdk,BBtw,CChv,DDhm,272.3
AAdk,BBtw,CCst,DDdf,278.46
AAdk,BBtw,CCbx,DDjn,683.91
AAdk,BBrv,CChv,DDnt,684.63
AAdk,BBrv,CCst,DDnw,176.53
AAdk,BBrv,CCbx,DDrz,688.84
AAdk,BBrv,CChv,DDcl,311.13
AAdk,BBrv,CCst,DDlp,187.57
AAdk,BBrv,CCbx,DDcs,958.54
AAdk,BBrv,CChv,DDhm,964.16
AAdk,BBrv,CCst,DDdf,713.87
AAdk,BBrv,CCbx,DDjn,740.16
AAdk,BBtw,CChv,DDnt,357.64
AAdk,BBtw,CCst,DDnw,486.27
AAdk,BBtw,CCbx,DDrz,362.03
AAdk,BBtw,CChv,DDcl,111.13
AAdk,BBtw,CCst,DDlp,370.34
AAdk,BBtw,CCbx,DDcs,630.52
AAdk,BBtw,CChv,DDhm,759.07
AAdk,BBtw,CCst,DDdf,886.8
AAdk,BBtw,CCbx,DDjn,508.47
