Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,837.51
AAdk,BBtw,CCst,DDnw,998.26
AAdk,BBtw,CChv,DDrz,233.46
AAdk,BBtw,CCst,DDcl,746.39
AAdk,BBtw,CChv,DDlp,268.01
AAdk,BBtw,CCst,DDnt,76.83
AAdk,BBrv,CChv,DDnt,14.72
AAdk,BBrv,CCst,DDnw,495.17
AAdk,BBrv,CChv,DDrz,526.68
AAdk,BBrv,CCst,DDcl,755.27
AAdk,BBrv,CChv,DDlp,852.64
AAdk,BBrv,CCst,DDnt,371.35
AAdk,BBtw,CChv,DDnt,406.01
AAdk,BBtw,CCst,DDnw,54.79
AAdk,BBtw,CChv,DDrz,51.34
AAdk,BBtw,CCst,DDcl,890.28
AAdk,BBtw,CChv,DDlp,891.13
AAdk,BBtw,CCst,DDnt,94.25
