AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,768.21
AAdk,BBtw,CCst,DDnw,64.15
AAdk,BBtw,CChv,DDrz,546.09
AAdk,BBtw,CCst,DDcl,739.06
AAdk,BBtw,CChv,DDlp,871.24
AAdk,BBtw,CCst,DDnt,72.0
AAdk,BBrv,CChv,DDnt,969.88
AAdk,BBrv,CCst,DDnw,250.43
AAdk,BBrv,CChv,DDrz,841.35
AAdk,BBrv,CCst,DDcl,781.18
AAdk,BBrv,CChv,DDlp,622.05
AAdk,BBrv,CCst,DDnt,397.87
AAdk,BBtw,CChv,DDnt,275.53
AAdk,BBtw,CCst,DDnw,666.24
AAdk,BBtw,CChv,DDrz,534.86
AAdk,BBtw,CCst,DDcl,118.96
AAdk,BBtw,CChv,DDlp,569.31
AAdk,BBtw,CCst,DDnt,218.74
