AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,515.47
AAdk,BBtw,CCst,DDnw,535.29
AAdk,BBtw,CCbx,DDrz,922.14
AAdk,BBtw,CChv,DDcl,928.71
AAdk,BBtw,CCst,DDlp,419.92
AAdk,BBtw,CCbx,DDcs,422.26
AAdk,BBtw,CChv,DDhm,167.55
AAdk,BBtw,CCst,DDnt,432.59
AAdk,BBtw,CCbx,DDnw,949.46
AAdk,BBrv,CChv,DDnt,952.2
AAdk,BBrv,CCst,DDnw,444.3
AAdk,BBrv,CCbx,DDrz,193.11
AAdk,BBrv,CChv,DDcl,452.98
AAdk,BBrv,CCst,DDlp,466.97
AAdk,BBrv,CCbx,DDcs,851.4
AAdk,BBrv,CChv,DDhm,989.64
AAdk,BBrv,CCst,DDnt,350.05
AAdk,BBrv,CCbx,DDnw,228.11
AAdk,BBtw,CChv,DDnt,485.5
AAdk,BBtw,CCst,DDnw,490.29
AAdk,BBtw,CCbx,DDrz,236.29
AAdk,BBtw,CChv,DDcl,749.12
AAdk,BBtw,CCst,DDlp,626.45
AAdk,BBtw,CCbx,DDcs,371.24
AAdk,BBtw,CChv,DDhm,375.84
AAdk,BBtw,CCst,DDnt,890.61
AAdk,BBtw,CCbx,DDnw,892.14
