AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,3.88
AAdk,BBdn,CCrv,4.06
AAdk,BBnw,CCtv,7.15
AAdk,BBtw,CCrz,8.14
AAdk,BBdn,CCfh,9.9
AAdk,BBnw,CCdl,10.97
AAdk,BBtw,CCjz,11.96
AAdk,BBdn,CChv,10.11
AAdk,BBnw,CCrv,10.3
AAnt,BBtw,CChv,12.82
AAnt,BBdn,CCrv,15.99
AAnt,BBnw,CCtv,15.86
AAnt,BBtw,CCrz,15.16
AAnt,BBdn,CCfh,17.17
AAnt,BBnw,CCdl,19.74
AAnt,BBtw,CCjz,20.29
AAnt,BBdn,CChv,20.39
AAnt,BBnw,CCrv,20.16
AAst,BBtw,CChv,14.82
AAst,BBdn,CCrv,24.18
AAst,BBnw,CCtv,20.65
AAst,BBtw,CCrz,25.42
AAst,BBdn,CCfh,8.07
AAst,BBnw,CCdl,8.92
AAst,BBtw,CCjz,8.69
AAst,BBdn,CChv,10.88
AAst,BBnw,CCrv,12.39
