AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,134.52
AAdk,BBtw,CChv,DDtv,EEmn,648.54
AAdk,BBtw,CChv,DDnt,EEfh,777.5
AAdk,BBtw,CChv,DDtv,EElp,267.23
AAdk,BBtw,CChv,DDnt,EEfx,783.57
AAdk,BBtw,CChv,DDtv,EEdn,24.94
AAdk,BBst,CChv,DDnt,EEdn,410.25
AAdk,BBst,CChv,DDtv,EEmn,548.27
AAdk,BBst,CChv,DDnt,EEfh,934.05
AAdk,BBst,CChv,DDtv,EElp,46.25
AAdk,BBst,CChv,DDnt,EEfx,303.34
AAdk,BBst,CChv,DDtv,EEdn,563.19
AAdk,BBrz,CChv,DDnt,EEdn,950.79
AAdk,BBrz,CChv,DDtv,EEmn,187.1
AAdk,BBrz,CChv,DDnt,EEfh,700.32
AAdk,BBrz,CChv,DDtv,EElp,69.95
AAdk,BBrz,CChv,DDnt,EEfx,839.59
AAdk,BBrz,CChv,DDtv,EEdn,712.51
AAdk,BBtw,CChv,DDnt,EEdn,583.37
AAdk,BBtw,CChv,DDtv,EEmn,715.3
AAdk,BBtw,CChv,DDnt,EEfh,204.72
AAdk,BBtw,CChv,DDtv,EElp,720.13
AAdk,BBtw,CChv,DDnt,EEfx,340.59
AAdk,BBtw,CChv,DDtv,EEdn,982.74
AAdk,BBst,CChv,DDnt,EEdn,216.99
AAdk,BBst,CChv,DDtv,EEmn,219.68
AAdk,BBst,CChv,DDnt,EEfh,479.08
AAdk,BBst,CChv,DDtv,EElp,615.74
AAdk,BBst,CChv,DDnt,EEfx,878.95
AAdk,BBst,CChv,DDtv,EEdn,239.87
