Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,131.55
AAdk,BBtw,CChv,DDtv,EEmn,647.92
AAdk,BBtw,CChv,DDpw,EEfh,648.18
AAdk,BBtw,CChv,DDnt,EElp,12.19
AAdk,BBtw,CChv,DDtv,EEfx,657.57
AAdk,BBtw,CChv,DDpw,EEhr,795.24
AAdk,BBtw,CChv,DDnt,EEhl,419.71
AAdk,BBtw,CChv,DDtv,EEdn,676.04
AAdk,BBtw,CChv,DDpw,EEmn,549.47
AAdk,BBst,CChv,DDnt,EEdn,680.59
AAdk,BBst,CChv,DDtv,EEmn,45.44
AAdk,BBst,CChv,DDpw,EEfh,563.69
AAdk,BBst,CChv,DDnt,EElp,693.03
AAdk,BBst,CChv,DDtv,EEfx,57.25
AAdk,BBst,CChv,DDpw,EEhr,68.48
AAdk,BBst,CChv,DDnt,EEhl,464.84
AAdk,BBst,CChv,DDtv,EEdn,340.82
AAdk,BBst,CChv,DDpw,EEmn,724.23
AAdk,BBtw,CChv,DDnt,EEdn,725.6
AAdk,BBtw,CChv,DDtv,EEmn,729.65
AAdk,BBtw,CChv,DDpw,EEfh,730.86
AAdk,BBtw,CChv,DDnt,EElp,858.92
AAdk,BBtw,CChv,DDtv,EEfx,477.87
AAdk,BBtw,CChv,DDpw,EEhr,734.93
AAdk,BBtw,CChv,DDnt,EEhl,994.81
AAdk,BBtw,CChv,DDtv,EEdn,356.34
AAdk,BBtw,CChv,DDpw,EEmn,100.07
AAdk,BBst,CChv,DDnt,EEdn,359.31
AAdk,BBst,CChv,DDtv,EEmn,103.68
AAdk,BBst,CChv,DDpw,EEfh,361.51
AAdk,BBst,CChv,DDnt,EElp,745.46
AAdk,BBst,CChv,DDtv,EEfx,239.34
AAdk,BBst,CChv,DDpw,EEhr,244.45
AAdk,BBst,CChv,DDnt,EEhl,628.19
AAdk,BBst,CChv,DDtv,EEdn,250.57
AAdk,BBst,CChv,DDpw,EEmn,126.24
