AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,776.06
AAdk,BBtw,CCst,DDnw,918.43
AAdk,BBtw,CChv,DDrz,921.67
AAdk,BBtw,CCst,DDcl,666.68
AAdk,BBtw,CChv,DDlp,542.45
AAdk,BBtw,CCst,DDcs,421.2
AAdk,BBrv,CChv,DDnt,38.98
AAdk,BBrv,CCst,DDnw,165.07
AAdk,BBrv,CChv,DDrz,425.12
AAdk,BBrv,CCst,DDcl,682.02
AAdk,BBrv,CChv,DDlp,811.63
AAdk,BBrv,CCst,DDcs,185.86
AAdk,BBmn,CChv,DDnt,706.18
AAdk,BBmn,CCst,DDnw,331.99
AAdk,BBmn,CChv,DDrz,332.99
AAdk,BBmn,CCst,DDcl,984.28
AAdk,BBmn,CChv,DDlp,217.46
AAdk,BBmn,CCst,DDcs,735.73
AAdk,BBtw,CChv,DDnt,608.88
AAdk,BBtw,CCst,DDnw,353.11
AAdk,BBtw,CChv,DDrz,747.93
AAdk,BBtw,CCst,DDcl,119.83
AAdk,BBtw,CChv,DDlp,760.85
AAdk,BBtw,CCst,DDcs,634.95
