AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,416.91
AAdk,BBtw,CCst,DDnw,193.92
AAdk,BBtw,CChv,DDrz,773.78
AAdk,BBtw,CCst,DDcl,709.81
AAdk,BBtw,CChv,DDlp,680.65
AAdk,BBtw,CCst,DDcs,201.19
AAdk,BBrv,CChv,DDnt,250.48
AAdk,BBrv,CCst,DDnw,588.25
AAdk,BBrv,CChv,DDrz,77.13
AAdk,BBrv,CCst,DDcl,910.46
AAdk,BBrv,CChv,DDlp,396.26
AAdk,BBrv,CCst,DDcs,208.68
AAdk,BBtw,CChv,DDnt,982.41
AAdk,BBtw,CCst,DDnw,441.72
AAdk,BBtw,CChv,DDrz,634.2
AAdk,BBtw,CCst,DDcl,892.16
AAdk,BBtw,CChv,DDlp,381.44
AAdk,BBtw,CCst,DDcs,926.93
