AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,769.84
AAdk,BBtw,CCst,DDnw,130.69
AAdk,BBtw,CChv,DDrz,898.72
AAdk,BBtw,CCst,DDcl,517.03
AAdk,BBtw,CChv,DDlp,150.81
AAdk,BBtw,CCst,DDnt,27.74
AAdk,BBrv,CChv,DDnt,28.25
AAdk,BBrv,CCst,DDnw,157.31
AAdk,BBrv,CChv,DDrz,542.17
AAdk,BBrv,CCst,DDcl,674.51
AAdk,BBrv,CChv,DDlp,687.16
AAdk,BBrv,CCst,DDnt,433.27
AAdk,BBmn,CChv,DDnt,309.65
AAdk,BBmn,CCst,DDnw,449.68
AAdk,BBmn,CChv,DDrz,705.88
AAdk,BBmn,CCst,DDcl,964.76
AAdk,BBmn,CChv,DDlp,725.09
AAdk,BBmn,CCst,DDnt,996.35
AAdk,BBtw,CChv,DDnt,868.76
AAdk,BBtw,CCst,DDnw,869.29
AAdk,BBtw,CChv,DDrz,497.13
AAdk,BBtw,CCst,DDcl,885.32
AAdk,BBtw,CChv,DDlp,892.87
AAdk,BBtw,CCst,DDnt,382.47
