Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,135.07
AAdk,BBtw,CCst,DDnw,904.84
AAdk,BBtw,CCbx,DDrz,143.07
AAdk,BBtw,CChv,DDcl,912.39
AAdk,BBtw,CCst,DDlp,533.25
AAdk,BBtw,CCbx,DDcs,791.62
AAdk,BBtw,CChv,DDhm,286.49
AAdk,BBtw,CCst,DDdf,806.52
AAdk,BBtw,CCbx,DDjn,681.46
AAdk,BBrv,CChv,DDnt,427.67
AAdk,BBrv,CCst,DDnw,819.15
AAdk,BBrv,CCbx,DDrz,564.14
AAdk,BBrv,CChv,DDcl,950.87
AAdk,BBrv,CCst,DDlp,566.24
AAdk,BBrv,CCbx,DDcs,445.57
AAdk,BBrv,CChv,DDhm,574.99
AAdk,BBrv,CCst,DDdf,705.55
AAdk,BBrv,CCbx,DDjn,321.57
AAdk,BBtw,CChv,DDnt,65.59
AAdk,BBtw,CCst,DDnw,452.02
AAdk,BBtw,CCbx,DDrz,852.25
AAdk,BBtw,CChv,DDcl,474.06
AAdk,BBtw,CCst,DDlp,861.35
AAdk,BBtw,CCbx,DDcs,100.16
AAdk,BBtw,CChv,DDhm,233.46
AAdk,BBtw,CCst,DDdf,626.38
AAdk,BBtw,CCbx,DDjn,377.99
