AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,99.31
AAdk,BBtw,CChv,DDtv,EEmn,76.31
AAdk,BBtw,CChv,DDpw,EEfh,44.21
AAdk,BBst,CCnw,DDnt,EEdn,80.12
AAdk,BBst,CCnw,DDtv,EEmn,17.56
AAdk,BBst,CCnw,DDpw,EEfh,61.98
AAdk,BBtw,CChv,DDnt,EEdn,93.11
AAdk,BBtw,CChv,DDtv,EEmn,54.09
AAdk,BBtw,CChv,DDpw,EEfh,87.73
AAdk,BBst,CCnw,DDnt,EEdn,56.04
AAdk,BBst,CCnw,DDtv,EEmn,22.84
AAdk,BBst,CCnw,DDpw,EEfh,26.7
AAdk,BBtw,CChv,DDnt,EEdn,29.73
AAdk,BBtw,CChv,DDtv,EEmn,30.48
AAdk,BBtw,CChv,DDpw,EEfh,95.32
