AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,640.27
AAdk,BBtw,CCst,DDnw,648.31
AAdk,BBtw,CCbx,DDrz,650.54
AAdk,BBtw,CChv,DDcl,139.88
AAdk,BBtw,CCst,DDlp,526.78
AAdk,BBtw,CCbx,DDcs,535.98
AAdk,BBtw,CChv,DDhm,151.82
AAdk,BBtw,CCst,DDdf,538.83
AAdk,BBtw,CCbx,DDnt,28.07
AAdk,BBrv,CChv,DDnt,413.7
AAdk,BBrv,CCst,DDnw,287.25
AAdk,BBrv,CCbx,DDrz,545.68
AAdk,BBrv,CChv,DDcl,550.33
AAdk,BBrv,CCst,DDlp,314.55
AAdk,BBrv,CCbx,DDcs,826.22
AAdk,BBrv,CChv,DDhm,573.48
AAdk,BBrv,CCst,DDdf,61.07
AAdk,BBrv,CCbx,DDnt,322.19
AAdk,BBmn,CChv,DDnt,454.11
AAdk,BBmn,CCst,DDnw,199.34
AAdk,BBmn,CCbx,DDrz,329.43
AAdk,BBmn,CChv,DDcl,841.58
AAdk,BBmn,CCst,DDlp,457.14
AAdk,BBmn,CCbx,DDcs,205.7
AAdk,BBmn,CChv,DDhm,211.99
AAdk,BBmn,CCst,DDdf,859.23
AAdk,BBmn,CCbx,DDnt,475.29
AAdk,BBtw,CChv,DDnt,862.24
AAdk,BBtw,CCst,DDnw,611.83
AAdk,BBtw,CCbx,DDrz,745.66
AAdk,BBtw,CChv,DDcl,108.64
AAdk,BBtw,CCst,DDlp,493.79
AAdk,BBtw,CCbx,DDcs,375.31
AAdk,BBtw,CChv,DDhm,890.49
AAdk,BBtw,CCst,DDdf,382.37
AAdk,BBtw,CCbx,DDnt,511.02
