AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,483.12
AAdk,BBtw,CCst,DDnw,964.14
AAdk,BBtw,CChv,DDrz,165.18
AAdk,BBtw,CCst,DDcl,999.94
AAdk,BBtw,CChv,DDlp,711.29
AAdk,BBtw,CCst,DDnt,589.05
AAdk,BBrv,CChv,DDnt,398.41
AAdk,BBrv,CCst,DDnw,560.85
AAdk,BBrv,CChv,DDrz,434.94
AAdk,BBrv,CCst,DDcl,220.19
AAdk,BBrv,CChv,DDlp,347.96
AAdk,BBrv,CCst,DDnt,309.51
AAdk,BBtw,CChv,DDnt,498.74
AAdk,BBtw,CCst,DDnw,824.76
AAdk,BBtw,CChv,DDrz,890.93
AAdk,BBtw,CCst,DDcl,923.05
AAdk,BBtw,CChv,DDlp,252.29
AAdk,BBtw,CCst,DDnt,126.08
