AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,404.62
AAdk,BBtw,CChv,DDtv,EEmn,25.3
AAdk,BBtw,CChv,DDnt,EEfh,286.31
AAdk,BBtw,CChv,DDtv,EElp,167.9
AAdk,BBst,CChv,DDnt,EEdn,180.84
AAdk,BBst,CChv,DDtv,EEmn,568.54
AAdk,BBst,CChv,DDnt,EEfh,700.28
AAdk,BBst,CChv,DDtv,EElp,829.13
AAdk,BBrz,CChv,DDnt,EEdn,970.38
AAdk,BBrz,CChv,DDtv,EEmn,592.95
AAdk,BBrz,CChv,DDnt,EEfh,978.8
AAdk,BBrz,CChv,DDtv,EElp,595.95
AAdk,BBtw,CChv,DDnt,EEdn,983.14
AAdk,BBtw,CChv,DDtv,EEmn,602.92
AAdk,BBtw,CChv,DDnt,EEfh,747.82
AAdk,BBtw,CChv,DDtv,EElp,877.29
AAdk,BBst,CChv,DDnt,EEdn,879.62
AAdk,BBst,CChv,DDtv,EEmn,625.17
AAdk,BBst,CChv,DDnt,EEfh,498.02
AAdk,BBst,CChv,DDtv,EElp,762.31
