Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,132.0
AAdk,BBtw,CChv,DDtv,EEmn,648.07
AAdk,BBtw,CChv,DDnt,EEfh,272.17
AAdk,BBtw,CChv,DDtv,EElp,915.18
AAdk,BBtw,CChv,DDnt,EEfx,895.64
AAdk,BBtw,CChv,DDtv,EEhr,153.67
AAdk,BBst,CChv,DDnt,EEdn,922.84
AAdk,BBst,CChv,DDtv,EEmn,282.75
AAdk,BBst,CChv,DDnt,EEfh,667.74
AAdk,BBst,CChv,DDtv,EElp,33.42
AAdk,BBst,CChv,DDnt,EEfx,548.54
AAdk,BBst,CChv,DDtv,EEhr,429.56
AAdk,BBtw,CChv,DDnt,EEdn,690.81
AAdk,BBtw,CChv,DDtv,EEmn,313.91
AAdk,BBtw,CChv,DDnt,EEfh,573.29
AAdk,BBtw,CChv,DDtv,EElp,970.6
AAdk,BBtw,CChv,DDnt,EEfx,718.16
AAdk,BBtw,CChv,DDtv,EEhr,91.69
AAdk,BBst,CChv,DDnt,EEdn,222.56
AAdk,BBst,CChv,DDtv,EEmn,224.06
AAdk,BBst,CChv,DDnt,EEfh,608.82
AAdk,BBst,CChv,DDtv,EElp,100.57
AAdk,BBst,CChv,DDnt,EEfx,247.34
AAdk,BBst,CChv,DDtv,EEhr,767.72
