Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,384.72
AAdk,BBtw,CCst,DDnw,900.86
AAdk,BBtw,CCbx,DDrz,391.07
AAdk,BBtw,CChv,DDcl,778.32
AAdk,BBtw,CCst,DDlp,910.04
AAdk,BBtw,CCbx,DDcs,16.08
AAdk,BBtw,CChv,DDhm,919.51
AAdk,BBtw,CCst,DDdf,535.72
AAdk,BBtw,CCbx,DDjn,541.25
AAdk,BBrv,CChv,DDnt,799.16
AAdk,BBrv,CCst,DDnw,417.11
AAdk,BBrv,CCbx,DDrz,932.08
AAdk,BBrv,CChv,DDcl,680.31
AAdk,BBrv,CCst,DDlp,41.91
AAdk,BBrv,CCbx,DDcs,298.79
AAdk,BBrv,CChv,DDhm,41.84
AAdk,BBrv,CCst,DDdf,684.85
AAdk,BBrv,CCbx,DDjn,436.95
AAdk,BBmn,CChv,DDnt,309.83
AAdk,BBmn,CCst,DDnw,568.85
AAdk,BBmn,CCbx,DDrz,440.53
AAdk,BBmn,CChv,DDcl,957.07
AAdk,BBmn,CCst,DDlp,833.74
AAdk,BBmn,CCbx,DDcs,839.38
AAdk,BBmn,CChv,DDhm,328.61
AAdk,BBmn,CCst,DDdf,74.9
AAdk,BBmn,CCbx,DDjn,715.74
AAdk,BBtw,CChv,DDnt,588.29
AAdk,BBtw,CCst,DDnw,591.93
AAdk,BBtw,CCbx,DDrz,342.6
AAdk,BBtw,CChv,DDcl,350.28
AAdk,BBtw,CCst,DDlp,735.64
AAdk,BBtw,CCbx,DDcs,351.1
AAdk,BBtw,CChv,DDhm,95.8
AAdk,BBtw,CCst,DDdf,121.34
AAdk,BBtw,CCbx,DDjn,765.96
