AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,138.61
AAdk,BBtw,CCst,DDnw,529.03
AAdk,BBtw,CCbx,DDrz,149.47
AAdk,BBtw,CChv,DDcl,922.07
AAdk,BBtw,CCst,DDlp,411.68
AAdk,BBtw,CCbx,DDcs,161.97
AAdk,BBtw,CChv,DDhm,291.38
AAdk,BBtw,CCst,DDdf,297.98
AAdk,BBtw,CCbx,DDnt,684.79
AAdk,BBrv,CChv,DDnt,181.26
AAdk,BBrv,CCst,DDnw,54.19
AAdk,BBrv,CCbx,DDrz,949.74
AAdk,BBrv,CChv,DDcl,952.55
AAdk,BBrv,CCst,DDlp,441.57
AAdk,BBrv,CCbx,DDcs,832.88
AAdk,BBrv,CChv,DDhm,710.26
AAdk,BBrv,CCst,DDdf,712.73
AAdk,BBrv,CCbx,DDnt,591.99
AAdk,BBtw,CChv,DDnt,211.61
AAdk,BBtw,CCst,DDnw,100.68
AAdk,BBtw,CCbx,DDrz,361.99
AAdk,BBtw,CChv,DDcl,748.12
AAdk,BBtw,CCst,DDlp,364.37
AAdk,BBtw,CCbx,DDcs,246.32
AAdk,BBtw,CChv,DDhm,119.02
AAdk,BBtw,CCst,DDdf,376.11
AAdk,BBtw,CCbx,DDnt,382.79
