AA,BB,CC,DD,EE,FF,Value
AA,BB,CC,DD,EE,FF,Value
AAdk,BBtw,CChv,DDnt,EEdn,FFrv,89.92
AAdk,BBtw,CCtv,DDmn,EEbx,FFrz,33.02
AAdk,BBtw,CChv,DDcl,EEdn,FFdl,3.88
AAdk,BBtw,CCtv,DDhz,EEbx,FFrv,5.52
AAst,BBnw,CChv,DDnt,EEdn,FFrv,8.36
AAst,BBnw,CCtv,DDmn,EEbx,FFrz,41.54
AAst,BBnw,CChv,DDcl,EEdn,FFdl,8.43
AAst,BBnw,CCtv,DDhz,EEbx,FFrv,40.92
AAdk,BBpw,CChv,DDnt,EEdn,FFrv,77.33
AAdk,BBpw,CCtv,DDmn,EEbx,FFrz,78.58
AAdk,BBpw,CChv,DDcl,EEdn,FFdl,80.79
AAdk,BBpw,CCtv,DDhz,EEbx,FFrv,81.35
AAst,BBlp,CChv,DDnt,EEdn,FFrv,85.08
AAst,BBlp,CCtv,DDmn,EEbx,FFrz,88.06
AAst,BBlp,CChv,DDcl,EEdn,FFdl,89.26
AAst,BBlp,CCtv,DDhz,EEbx,FFrv,90.07
