AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,642.64
AAdk,BBtw,CCst,DDnw,482.6
AAdk,BBtw,CChv,DDrz,966.74
AAdk,BBtw,CCst,DDcl,231.15
AAdk,BBtw,CChv,DDlp,679.29
AAdk,BBtw,CCst,DDnt,747.47
AAdk,BBrv,CChv,DDnt,396.59
AAdk,BBrv,CCst,DDnw,780.37
AAdk,BBrv,CChv,DDrz,205.76
AAdk,BBrv,CCst,DDcl,944.51
AAdk,BBrv,CChv,DDlp,442.02
AAdk,BBrv,CCst,DDnt,147.68
AAdk,BBtw,CChv,DDnt,853.3
AAdk,BBtw,CCst,DDnw,598.36
AAdk,BBtw,CChv,DDrz,285.13
AAdk,BBtw,CCst,DDcl,27.38
AAdk,BBtw,CChv,DDlp,861.34
AAdk,BBtw,CCst,DDnt,831.48
