Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,256.38
AAdk,BBtw,CCst,DDnw,384.38
AAdk,BBtw,CCbx,DDrz,263.89
AAdk,BBtw,CChv,DDcl,903.01
AAdk,BBtw,CCst,DDlp,20.54
AAdk,BBtw,CCbx,DDcs,540.7
AAdk,BBtw,CChv,DDhm,926.79
AAdk,BBtw,CCst,DDnt,34.93
AAdk,BBtw,CCbx,DDnw,420.88
AAdk,BBrv,CChv,DDnt,254.52
AAdk,BBrv,CCst,DDnw,184.64
AAdk,BBrv,CCbx,DDrz,57.97
AAdk,BBrv,CChv,DDcl,967.96
AAdk,BBrv,CCst,DDlp,463.71
AAdk,BBrv,CCbx,DDcs,723.18
AAdk,BBrv,CChv,DDhm,980.11
AAdk,BBrv,CCst,DDnt,214.16
AAdk,BBrv,CCbx,DDnw,471.87
AAdk,BBtw,CChv,DDnt,860.91
AAdk,BBtw,CCst,DDnw,734.08
AAdk,BBtw,CCbx,DDrz,358.43
AAdk,BBtw,CChv,DDcl,871.98
AAdk,BBtw,CCst,DDlp,749.44
AAdk,BBtw,CCbx,DDcs,494.54
AAdk,BBtw,CChv,DDhm,625.07
AAdk,BBtw,CCst,DDnt,630.87
AAdk,BBtw,CCbx,DDnw,510.09
