AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,97.22
AAdk,BBtw,CChv,DDtv,EEdn,36.95
AAdk,BBtw,CChv,DDpw,EEdn,37.42
AAdk,BBst,CChv,DDnt,EEdn,70.78
AAdk,BBst,CChv,DDtv,EEdn,70.79
AAdk,BBst,CChv,DDpw,EEdn,12.59
AAdk,BBrz,CChv,DDnt,EEdn,45.91
AAdk,BBrz,CChv,DDtv,EEdn,16.21
AAdk,BBrz,CChv,DDpw,EEdn,18.42
AAdk,BBtw,CChv,DDnt,EEdn,83.07
AAdk,BBtw,CChv,DDtv,EEdn,84.45
AAdk,BBtw,CChv,DDpw,EEdn,82.96
AAdk,BBst,CChv,DDnt,EEdn,86.21
AAdk,BBst,CChv,DDtv,EEdn,60.73
AAdk,BBst,CChv,DDpw,EEdn,29.89
