AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,193.28
AAdk,BBtw,CChv,DDtv,EEmn,354.0
AAdk,BBtw,CChv,DDpw,EEfh,484.5
AAdk,BBtw,CChv,DDpq,EEdn,165.33
AAdk,BBtw,CChv,DDcs,EEmn,75.29
AAdk,BBtw,CChv,DDnt,EEdn,333.19
AAdk,BBtw,CChv,DDtv,EEmn,333.38
AAdk,BBtw,CChv,DDpw,EEfh,80.4
AAdk,BBtw,CChv,DDpq,EEdn,499.1
AAdk,BBtw,CChv,DDcs,EEmn,215.07
AAdk,BBtw,CChv,DDnt,EEdn,184.39
AAdk,BBtw,CChv,DDtv,EEmn,410.8
AAdk,BBtw,CChv,DDpw,EEfh,219.37
AAdk,BBtw,CChv,DDpq,EEdn,95.25
AAdk,BBtw,CChv,DDcs,EEmn,351.4
