AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AApqr,BBnqx,CCbt,DDmx,EEmz,1.19
AApqr,BBnqx,CCbt,DDcy,EEbkv,9.11
AApqr,BBnqx,CCbt,DDcjx,EEkqy,20.72
AApqr,BBnqx,CCbt,DDmx,EEqz,21.74
AApqr,BBnqx,CCbt,DDcy,EEcrv,22.32
AApqr,BBnqx,CCbt,DDcjx,EEdhv,23.64
AApqr,BBnqx,CCbt,DDmx,EEbhk,24.67
AApqr,BBnqx,CCbt,DDcy,EEmpy,25.78
AApqr,BBnqx,CCbt,DDcjx,EEmz,-99.81
AAgqt,BBfnw,CCkrs,DDmx,EEmz,-95.65
AAgqt,BBfnw,CCkrs,DDcy,EEbkv,-92.74
AAgqt,BBfnw,CCkrs,DDcjx,EEkqy,37.3
AAgqt,BBfnw,CCkrs,DDmx,EEqz,-90.08
AAgqt,BBfnw,CCkrs,DDcy,EEcrv,39.58
AAgqt,BBfnw,CCkrs,DDcjx,EEdhv,-88.55
AAgqt,BBfnw,CCkrs,DDmx,EEbhk,41.31
AAgqt,BBfnw,CCkrs,DDcy,EEmpy,42.07
AAgqt,BBfnw,CCkrs,DDcjx,EEmz,-83.32
AAhpx,BBlmr,CCcqx,DDmx,EEmz,-80.73
AAhpx,BBlmr,CCcqx,DDcy,EEbkv,-80.53
AAhpx,BBlmr,CCcqx,DDcjx,EEkqy,-78.82
AAhpx,BBlmr,CCcqx,DDmx,EEqz,50.58
AAhpx,BBlmr,CCcqx,DDcy,EEcrv,52.95
AAhpx,BBlmr,CCcqx,DDcjx,EEdhv,52.33
AAhpx,BBlmr,CCcqx,DDmx,EEbhk,-77.44
AAhpx,BBlmr,CCcqx,DDcy,EEmpy,55.29
AAhpx,BBlmr,CCcqx,DDcjx,EEmz,50.16
AApqr,BBnry,CCbt,DDmx,EEmz,57.17
AApqr,BBnry,CCbt,DDcy,EEbkv,58.28
AApqr,BBnry,CCbt,DDcjx,EEkqy,-71.05
AApqr,BBnry,CCbt,DDmx,EEqz,-68.39
AApqr,BBnry,CCbt,DDcy,EEcrv,60.99
AApqr,BBnry,CCbt,DDcjx,EEdhv,-61.8
AApqr,BBnry,CCbt,DDmx,EEbhk,69.0
AApqr,BBnry,CCbt,DDcy,EEmpy,-58.83
AApqr,BBnry,CCbt,DDcjx,EEmz,70.25
AAgqt,BBhpt,CCkrs,DDmx,EEmz,72.1
AAgqt,BBhpt,CCkrs,DDcy,EEbkv,-58.2
AAgqt,BBhpt,CCkrs,DDcjx,EEkqy,74.01
AAgqt,BBhpt,CCkrs,DDmx,EEqz,-47.97
AAgqt,BBhpt,CCkrs,DDcy,EEcrv,82.43
AAgqt,BBhpt,CCkrs,DDcjx,EEdhv,-45.75
AAgqt,BBhpt,CCkrs,DDmx,EEbhk,-44.57
AAgqt,BBhpt,CCkrs,DDcy,EEmpy,-45.4
AAgqt,BBhpt,CCkrs,DDcjx,EEmz,-37.33
AAhpx,BBlsx,CCcqx,DDmx,EEmz,-36.66
AAhpx,BBlsx,CCcqx,DDcy,EEbkv,-36.36
AAhpx,BBlsx,CCcqx,DDcjx,EEkqy,-34.45
AAhpx,BBlsx,CCcqx,DDmx,EEqz,95.94
AAhpx,BBlsx,CCcqx,DDcy,EEcrv,94.51
AAhpx,BBlsx,CCcqx,DDcjx,EEdhv,97.56
AAhpx,BBlsx,CCcqx,DDmx,EEbhk,-30.8
AAhpx,BBlsx,CCcqx,DDcy,EEmpy,-28.86
AAhpx,BBlsx,CCcqx,DDcjx,EEmz,-26.18
AApqr,BBgv,CCbt,DDmx,EEmz,-22.88
AApqr,BBgv,CCbt,DDcy,EEbkv,-4.23
AApqr,BBgv,CCbt,DDcjx,EEkqy,-18.65
AApqr,BBgv,CCbt,DDmx,EEqz,-15.0
AApqr,BBgv,CCbt,DDcy,EEcrv,-11.71
AApqr,BBgv,CCbt,DDcjx,EEdhv,-8.67
AApqr,BBgv,CCbt,DDmx,EEbhk,-7.52
AApqr,BBgv,CCbt,DDcy,EEmpy,-4.16
AApqr,BBgv,CCbt,DDcjx,EEmz,-1.91
