AA,BB,CC,DD,EE,FF,Value
AA,BB,CC,DD,EE,FF,Value
AAdk,BBtw,CChv,DDnt,EEdn,FFrv,64.04
AAdk,BBtw,CCtv,DDmn,EEbx,FFrz,96.25
AAdk,BBtw,CChv,DDcl,EEdn,FFdl,33.24
AAdk,BBtw,CCtv,DDhz,EEbx,FFrv,70.7
AAst,BBnw,CChv,DDnt,EEdn,FFrv,88.2
AAst,BBnw,CCtv,DDmn,EEbx,FFrz,59.07
AAst,BBnw,CChv,DDcl,EEdn,FFdl,73.68
AAst,BBnw,CCtv,DDhz,EEbx,FFrv,11.34
AAdk,BBpw,CChv,DDnt,EEdn,FFrv,78.95
AAdk,BBpw,CCtv,DDmn,EEbx,FFrz,47.41
AAdk,BBpw,CChv,DDcl,EEdn,FFdl,52.69
AAdk,BBpw,CCtv,DDhz,EEbx,FFrv,21.32
AAst,BBlp,CChv,DDnt,EEdn,FFrv,86.74
AAst,BBlp,CCtv,DDmn,EEbx,FFrz,21.86
AAst,BBlp,CChv,DDcl,EEdn,FFdl,24.49
AAst,BBlp,CCtv,DDhz,EEbx,FFrv,27.0
