Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,258.64
AAdk,BBtw,CChv,DDtv,EEmn,901.56
AAdk,BBtw,CChv,DDpw,EEfh,518.88
AAdk,BBtw,CChv,DDnt,EElp,522.28
AAdk,BBtw,CChv,DDtv,EEfx,523.63
AAdk,BBtw,CChv,DDpw,EEhr,527.43
AAdk,BBtw,CChv,DDnt,EEhl,785.41
AAdk,BBtw,CChv,DDtv,EEkz,20.71
AAdk,BBtw,CChv,DDpw,EEht,152.44
AAdk,BBst,CChv,DDnt,EEdn,666.73
AAdk,BBst,CChv,DDtv,EEmn,673.32
AAdk,BBst,CChv,DDpw,EEfh,675.78
AAdk,BBst,CChv,DDnt,EElp,294.77
AAdk,BBst,CChv,DDtv,EEfx,689.41
AAdk,BBst,CChv,DDpw,EEhr,179.02
AAdk,BBst,CChv,DDnt,EEhl,308.16
AAdk,BBst,CChv,DDtv,EEkz,695.62
AAdk,BBst,CChv,DDpw,EEht,569.58
AAdk,BBtw,CChv,DDnt,EEdn,317.55
AAdk,BBtw,CChv,DDtv,EEmn,446.36
AAdk,BBtw,CChv,DDpw,EEfh,961.09
AAdk,BBtw,CChv,DDnt,EElp,837.48
AAdk,BBtw,CChv,DDtv,EEfx,709.51
AAdk,BBtw,CChv,DDpw,EEhr,839.73
AAdk,BBtw,CChv,DDnt,EEhl,584.63
AAdk,BBtw,CChv,DDtv,EEkz,714.58
AAdk,BBtw,CChv,DDpw,EEht,463.94
AAdk,BBst,CChv,DDnt,EEdn,723.83
AAdk,BBst,CChv,DDtv,EEmn,855.24
AAdk,BBst,CChv,DDpw,EEfh,600.7
AAdk,BBst,CChv,DDnt,EElp,987.87
AAdk,BBst,CChv,DDtv,EEfx,731.05
AAdk,BBst,CChv,DDpw,EEhr,605.91
AAdk,BBst,CChv,DDnt,EEhl,871.66
AAdk,BBst,CChv,DDtv,EEkz,245.89
AAdk,BBst,CChv,DDpw,EEht,374.97
