Import-AApqr,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AApqr,BBnqx,CCbt,DDmx,EEmz,260.86
AApqr,BBnqx,CCbt,DDcy,EEbkv,645.26
AApqr,BBnqx,CCbt,DDcjx,EEkqy,265.12
AApqr,BBnqx,CCbt,DDmx,EEqz,526.48
AApqr,BBnqx,CCbt,DDcy,EEcrv,639.5
AApqr,BBnqx,CCbt,DDcjx,EEdhv,19.23
AApqr,BBnqx,CCbt,DDmx,EEbhk,663.97
AApqr,BBnqx,CCbt,DDcy,EEmpy,927.41
AApqr,BBnqx,CCbt,DDcjx,EEmz,416.52
AApqr,BBfnw,CCbt,DDmx,EEmz,420.2
AApqr,BBfnw,CCbt,DDcy,EEbkv,425.52
AApqr,BBfnw,CCbt,DDcjx,EEkqy,682.79
AApqr,BBfnw,CCbt,DDmx,EEqz,940.38
AApqr,BBfnw,CCbt,DDcy,EEcrv,46.13
AApqr,BBfnw,CCbt,DDcjx,EEdhv,48.68
AApqr,BBfnw,CCbt,DDmx,EEbhk,564.13
AApqr,BBfnw,CCbt,DDcy,EEmpy,314.5
AApqr,BBfnw,CCbt,DDcjx,EEmz,955.17
AApqr,BBlmr,CCbt,DDmx,EEmz,955.91
AApqr,BBlmr,CCbt,DDcy,EEbkv,700.83
AApqr,BBlmr,CCbt,DDcjx,EEkqy,458.18
AApqr,BBlmr,CCbt,DDmx,EEqz,716.18
AApqr,BBlmr,CCbt,DDcy,EEcrv,205.99
AApqr,BBlmr,CCbt,DDcjx,EEdhv,79.46
AApqr,BBlmr,CCbt,DDmx,EEbhk,80.11
AApqr,BBlmr,CCbt,DDcy,EEmpy,337.7
AApqr,BBlmr,CCbt,DDcjx,EEmz,469.56
AApqr,BBnqx,CCbt,DDmx,EEmz,218.67
AApqr,BBnqx,CCbt,DDcy,EEbkv,349.49
AApqr,BBnqx,CCbt,DDcjx,EEkqy,350.16
AApqr,BBnqx,CCbt,DDmx,EEqz,479.82
AApqr,BBnqx,CCbt,DDcy,EEcrv,98.5
AApqr,BBnqx,CCbt,DDcjx,EEdhv,867.87
AApqr,BBnqx,CCbt,DDmx,EEbhk,98.06
AApqr,BBnqx,CCbt,DDcy,EEmpy,747.15
AApqr,BBnqx,CCbt,DDcjx,EEmz,363.14
AApqr,BBfnw,CCbt,DDmx,EEmz,107.69
AApqr,BBfnw,CCbt,DDcy,EEbkv,875.37
AApqr,BBfnw,CCbt,DDcjx,EEkqy,752.12
AApqr,BBfnw,CCbt,DDmx,EEqz,369.62
AApqr,BBfnw,CCbt,DDcy,EEcrv,499.39
AApqr,BBfnw,CCbt,DDcjx,EEdhv,629.64
AApqr,BBfnw,CCbt,DDmx,EEbhk,760.86
AApqr,BBfnw,CCbt,DDcy,EEmpy,126.75
AApqr,BBfnw,CCbt,DDcjx,EEmz,255.71
