Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,385.71
AAdk,BBtw,CCst,DDnw,510.5
AAdk,BBtw,CChv,DDrz,903.9
AAdk,BBtw,CCst,DDcl,144.68
AAdk,BBtw,CChv,DDlp,532.81
AAdk,BBtw,CCst,DDcs,414.22
AAdk,BBrv,CChv,DDnt,801.93
AAdk,BBrv,CCst,DDnw,290.16
AAdk,BBrv,CChv,DDrz,299.84
AAdk,BBrv,CCst,DDcl,814.61
AAdk,BBrv,CChv,DDlp,321.86
AAdk,BBrv,CCst,DDcs,965.18
AAdk,BBmn,CChv,DDnt,70.3
AAdk,BBmn,CCst,DDnw,458.32
AAdk,BBmn,CChv,DDrz,76.98
AAdk,BBmn,CCst,DDcl,853.55
AAdk,BBmn,CChv,DDlp,346.36
AAdk,BBmn,CCst,DDcs,858.84
AAdk,BBtw,CChv,DDnt,352.35
AAdk,BBtw,CCst,DDnw,868.58
AAdk,BBtw,CChv,DDrz,229.04
AAdk,BBtw,CCst,DDcl,874.06
AAdk,BBtw,CChv,DDlp,634.72
AAdk,BBtw,CCst,DDcs,382.25
