AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,65.42
AAdk,BBtw,CCst,DDnw,610.35
AAdk,BBtw,CCbx,DDrz,739.63
AAdk,BBtw,CChv,DDcl,603.76
AAdk,BBtw,CCst,DDlp,776.1
AAdk,BBtw,CCbx,DDcs,59.77
AAdk,BBrv,CChv,DDnt,11.69
AAdk,BBrv,CCst,DDnw,528.45
AAdk,BBrv,CCbx,DDrz,209.35
AAdk,BBrv,CChv,DDcl,659.74
AAdk,BBrv,CCst,DDlp,147.07
AAdk,BBrv,CCbx,DDcs,958.03
AAdk,BBtw,CChv,DDnt,983.04
AAdk,BBtw,CCst,DDnw,826.32
AAdk,BBtw,CCbx,DDrz,443.59
AAdk,BBtw,CChv,DDcl,190.49
AAdk,BBtw,CCst,DDlp,701.62
AAdk,BBtw,CCbx,DDcs,190.9
