Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,521.67
AAdk,BBtw,CCst,DDnw,523.24
AAdk,BBtw,CCbx,DDrz,401.04
AAdk,BBtw,CChv,DDcl,918.96
AAdk,BBtw,CCst,DDlp,665.45
AAdk,BBtw,CCbx,DDcs,415.67
AAdk,BBtw,CChv,DDhm,36.45
AAdk,BBtw,CCst,DDnt,681.32
AAdk,BBtw,CCbx,DDnw,298.54
AAdk,BBrv,CChv,DDnt,170.93
AAdk,BBrv,CCst,DDnw,48.9
AAdk,BBrv,CCbx,DDrz,689.67
AAdk,BBrv,CChv,DDcl,945.24
AAdk,BBrv,CCst,DDlp,434.35
AAdk,BBrv,CCbx,DDcs,311.46
AAdk,BBrv,CChv,DDhm,698.31
AAdk,BBrv,CCst,DDnt,63.26
AAdk,BBrv,CCbx,DDnw,703.19
AAdk,BBmn,CChv,DDnt,834.74
AAdk,BBmn,CCst,DDnw,578.86
AAdk,BBmn,CCbx,DDrz,84.42
AAdk,BBmn,CChv,DDcl,213.78
AAdk,BBmn,CCst,DDlp,85.13
AAdk,BBmn,CCbx,DDcs,85.6
AAdk,BBmn,CChv,DDhm,604.43
AAdk,BBmn,CCst,DDnt,863.6
AAdk,BBmn,CCbx,DDnw,608.87
AAdk,BBtw,CChv,DDnt,355.11
AAdk,BBtw,CCst,DDnw,619.86
AAdk,BBtw,CCbx,DDrz,876.55
AAdk,BBtw,CChv,DDcl,494.05
AAdk,BBtw,CCst,DDlp,751.48
AAdk,BBtw,CCbx,DDcs,370.5
AAdk,BBtw,CChv,DDhm,375.59
AAdk,BBtw,CCst,DDnt,763.24
AAdk,BBtw,CCbx,DDnw,125.69
