AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,353.52
AAdk,BBtw,CCst,DDnw,706.31
AAdk,BBtw,CChv,DDrz,356.73
AAdk,BBtw,CCst,DDcl,360.91
AAdk,BBtw,CChv,DDlp,809.23
AAdk,BBtw,CCst,DDnt,234.46
AAdk,BBrv,CChv,DDnt,218.64
AAdk,BBrv,CCst,DDnw,776.54
AAdk,BBrv,CChv,DDrz,13.24
AAdk,BBrv,CCst,DDcl,925.93
AAdk,BBrv,CChv,DDlp,111.52
AAdk,BBrv,CCst,DDnt,781.87
AAdk,BBtw,CChv,DDnt,886.4
AAdk,BBtw,CCst,DDnw,887.68
AAdk,BBtw,CChv,DDrz,856.8
AAdk,BBtw,CCst,DDcl,922.79
AAdk,BBtw,CChv,DDlp,284.43
AAdk,BBtw,CCst,DDnt,152.42
