Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,384.25
AAdk,BBtw,CCst,DDnw,19.76
AAdk,BBtw,CCbx,DDrz,659.6
AAdk,BBtw,CChv,DDcl,916.56
AAdk,BBtw,CCst,DDlp,795.64
AAdk,BBtw,CCbx,DDcs,543.36
AAdk,BBrv,CChv,DDnt,671.61
AAdk,BBrv,CCst,DDnw,671.14
AAdk,BBrv,CCbx,DDrz,563.79
AAdk,BBrv,CChv,DDcl,181.93
AAdk,BBrv,CCst,DDlp,823.93
AAdk,BBrv,CCbx,DDcs,186.01
AAdk,BBmn,CChv,DDnt,194.5
AAdk,BBmn,CCst,DDnw,590.66
AAdk,BBmn,CCbx,DDrz,719.33
AAdk,BBmn,CChv,DDcl,84.24
AAdk,BBmn,CCst,DDlp,728.67
AAdk,BBmn,CCbx,DDcs,482.46
AAdk,BBtw,CChv,DDnt,227.41
AAdk,BBtw,CCst,DDnw,101.0
AAdk,BBtw,CCbx,DDrz,743.95
AAdk,BBtw,CChv,DDcl,633.56
AAdk,BBtw,CCst,DDlp,379.09
AAdk,BBtw,CCbx,DDcs,763.2
