AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,1.46
AAdk,BBdn,CCrv,2.12
AAdk,BBnw,CCtv,3.04
AAdk,BBtw,CCrz,4.16
AAdk,BBdn,CCfh,4.53
AAdk,BBnw,CCdl,4.22
AAdk,BBtw,CCjz,7.68
AAdk,BBdn,CChv,6.17
AAdk,BBnw,CCrv,4.48
AAnt,BBtw,CChv,10.09
AAnt,BBdn,CCrv,3.99
AAnt,BBnw,CCtv,6.42
AAnt,BBtw,CCrz,9.51
AAnt,BBdn,CCfh,14.31
AAnt,BBnw,CCdl,14.93
AAnt,BBtw,CCjz,16.0
AAnt,BBdn,CChv,16.43
AAnt,BBnw,CCrv,18.29
AAst,BBtw,CChv,20.19
AAst,BBdn,CCrv,21.93
AAst,BBnw,CCtv,23.19
AAst,BBtw,CCrz,23.41
AAst,BBdn,CCfh,25.05
AAst,BBnw,CCdl,26.06
AAst,BBtw,CCjz,26.02
AAst,BBdn,CChv,27.12
AAst,BBnw,CCrv,23.78
