Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,385.87
AAdk,BBtw,CCst,DDnw,387.53
AAdk,BBtw,CCbx,DDrz,134.19
AAdk,BBtw,CChv,DDcl,649.87
AAdk,BBtw,CCst,DDlp,143.88
AAdk,BBtw,CCbx,DDcs,530.57
AAdk,BBtw,CChv,DDhm,666.98
AAdk,BBtw,CCst,DDnt,795.98
AAdk,BBtw,CCbx,DDnw,797.43
AAdk,BBrv,CChv,DDnt,801.72
AAdk,BBrv,CCst,DDnw,674.0
AAdk,BBrv,CCbx,DDrz,162.14
AAdk,BBrv,CChv,DDcl,551.07
AAdk,BBrv,CCst,DDlp,807.93
AAdk,BBrv,CCbx,DDcs,695.3
AAdk,BBrv,CChv,DDhm,569.16
AAdk,BBrv,CCst,DDnt,450.7
AAdk,BBrv,CCbx,DDnw,839.36
AAdk,BBmn,CChv,DDnt,73.9
AAdk,BBmn,CCst,DDnw,842.67
AAdk,BBmn,CCbx,DDrz,74.45
AAdk,BBmn,CChv,DDcl,462.02
AAdk,BBmn,CCst,DDlp,339.14
AAdk,BBmn,CCbx,DDcs,212.69
AAdk,BBmn,CChv,DDhm,732.5
AAdk,BBmn,CCst,DDnt,352.59
AAdk,BBmn,CCbx,DDnw,96.85
AAdk,BBtw,CChv,DDnt,997.94
AAdk,BBtw,CCst,DDnw,872.97
AAdk,BBtw,CCbx,DDrz,234.49
AAdk,BBtw,CChv,DDcl,106.91
AAdk,BBtw,CCst,DDlp,109.75
AAdk,BBtw,CCbx,DDcs,379.68
AAdk,BBtw,CChv,DDhm,123.97
AAdk,BBtw,CCst,DDnt,893.71
AAdk,BBtw,CCbx,DDnw,766.28
