Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,771.64
AAdk,BBtw,CCst,DDnw,516.35
AAdk,BBtw,CCbx,DDrz,391.41
AAdk,BBtw,CChv,DDcl,916.3
AAdk,BBtw,CCst,DDlp,155.6
AAdk,BBtw,CCbx,DDcs,28.36
AAdk,BBtw,CChv,DDhm,668.73
AAdk,BBtw,CCst,DDdf,158.57
AAdk,BBtw,CCbx,DDjn,810.48
AAdk,BBrv,CChv,DDnt,811.59
AAdk,BBrv,CCst,DDnw,689.6
AAdk,BBrv,CCbx,DDrz,307.22
AAdk,BBrv,CChv,DDcl,697.42
AAdk,BBrv,CCst,DDlp,700.7
AAdk,BBrv,CCbx,DDcs,444.83
AAdk,BBrv,CChv,DDhm,704.32
AAdk,BBrv,CCst,DDdf,71.66
AAdk,BBrv,CCbx,DDjn,713.91
AAdk,BBtw,CChv,DDnt,975.1
AAdk,BBtw,CCst,DDnw,978.36
AAdk,BBtw,CCbx,DDrz,859.0
AAdk,BBtw,CChv,DDcl,220.12
AAdk,BBtw,CCst,DDlp,359.87
AAdk,BBtw,CCbx,DDcs,874.03
AAdk,BBtw,CChv,DDhm,496.88
AAdk,BBtw,CCst,DDdf,246.95
AAdk,BBtw,CCbx,DDjn,125.59
