AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,645.78
AAdk,BBtw,CChv,DDtv,EEmn,778.72
AAdk,BBtw,CChv,DDpw,EEfh,652.26
AAdk,BBtw,CChv,DDnt,EElp,15.55
AAdk,BBtw,CChv,DDtv,EEfx,540.08
AAdk,BBtw,CChv,DDpw,EEhr,289.76
AAdk,BBtw,CChv,DDnt,EEhl,42.51
AAdk,BBtw,CChv,DDtv,EEkz,684.73
AAdk,BBtw,CChv,DDpw,EEdn,812.4
AAdk,BBst,CChv,DDnt,EEdn,557.83
AAdk,BBst,CChv,DDtv,EEmn,303.47
AAdk,BBst,CChv,DDpw,EEfh,561.78
AAdk,BBst,CChv,DDnt,EElp,691.89
AAdk,BBst,CChv,DDtv,EEfx,569.08
AAdk,BBst,CChv,DDpw,EEhr,314.34
AAdk,BBst,CChv,DDnt,EEhl,955.98
AAdk,BBst,CChv,DDtv,EEkz,826.05
AAdk,BBst,CChv,DDpw,EEdn,572.97
AAdk,BBtw,CChv,DDnt,EEdn,58.89
AAdk,BBtw,CChv,DDtv,EEmn,197.05
AAdk,BBtw,CChv,DDpw,EEfh,198.59
AAdk,BBtw,CChv,DDnt,EElp,840.94
AAdk,BBtw,CChv,DDtv,EEfx,587.2
AAdk,BBtw,CChv,DDpw,EEhr,76.88
AAdk,BBtw,CChv,DDnt,EEhl,975.15
AAdk,BBtw,CChv,DDtv,EEkz,849.66
AAdk,BBtw,CChv,DDpw,EEdn,722.33
AAdk,BBst,CChv,DDnt,EEdn,977.76
AAdk,BBst,CChv,DDtv,EEmn,84.59
AAdk,BBst,CChv,DDpw,EEfh,225.4
AAdk,BBst,CChv,DDnt,EElp,98.63
AAdk,BBst,CChv,DDtv,EEfx,614.83
AAdk,BBst,CChv,DDpw,EEhr,628.37
AAdk,BBst,CChv,DDnt,EEhl,502.41
AAdk,BBst,CChv,DDtv,EEkz,246.44
AAdk,BBst,CChv,DDpw,EEdn,505.29
