AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,670.34
AAdk,BBtw,CChv,DDtv,EEmn,287.87
AAdk,BBtw,CChv,DDnt,EEfh,548.25
AAdk,BBtw,CChv,DDtv,EElp,932.17
AAdk,BBtw,CChv,DDnt,EEfx,811.09
AAdk,BBtw,CChv,DDtv,EEhr,171.91
AAdk,BBst,CChv,DDnt,EEdn,817.32
AAdk,BBst,CChv,DDtv,EEmn,955.44
AAdk,BBst,CChv,DDnt,EEfh,60.19
AAdk,BBst,CChv,DDtv,EElp,957.16
AAdk,BBst,CChv,DDnt,EEfx,832.03
AAdk,BBst,CChv,DDtv,EEhr,708.26
AAdk,BBrz,CChv,DDnt,EEdn,709.14
AAdk,BBrz,CChv,DDtv,EEmn,71.84
AAdk,BBrz,CChv,DDnt,EEfh,332.91
AAdk,BBrz,CChv,DDtv,EElp,205.18
AAdk,BBrz,CChv,DDnt,EEfx,207.56
AAdk,BBrz,CChv,DDtv,EEhr,463.1
AAdk,BBtw,CChv,DDnt,EEdn,465.41
AAdk,BBtw,CChv,DDtv,EEmn,210.14
AAdk,BBtw,CChv,DDnt,EEfh,984.4
AAdk,BBtw,CChv,DDtv,EElp,602.55
AAdk,BBtw,CChv,DDnt,EEfx,604.66
AAdk,BBtw,CChv,DDtv,EEhr,477.86
AAdk,BBst,CChv,DDnt,EEdn,351.83
AAdk,BBst,CChv,DDtv,EEmn,107.0
AAdk,BBst,CChv,DDnt,EEfh,367.99
AAdk,BBst,CChv,DDtv,EElp,500.68
AAdk,BBst,CChv,DDnt,EEfx,376.01
AAdk,BBst,CChv,DDtv,EEhr,250.93
