AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,518.74
AAdk,BBtw,CCst,DDnw,398.22
AAdk,BBtw,CCbx,DDrz,790.32
AAdk,BBtw,CChv,DDcl,793.1
AAdk,BBtw,CCst,DDlp,282.33
AAdk,BBtw,CCbx,DDcs,416.27
AAdk,BBtw,CChv,DDhm,418.64
AAdk,BBtw,CCst,DDdf,548.38
AAdk,BBtw,CCbx,DDjn,292.76
AAdk,BBrv,CChv,DDnt,426.43
AAdk,BBrv,CCst,DDnw,431.31
AAdk,BBrv,CCbx,DDrz,689.69
AAdk,BBrv,CChv,DDcl,702.96
AAdk,BBrv,CCst,DDlp,450.99
AAdk,BBrv,CCbx,DDcs,324.47
AAdk,BBrv,CChv,DDhm,453.15
AAdk,BBrv,CCst,DDdf,840.01
AAdk,BBrv,CCbx,DDjn,203.43
AAdk,BBmn,CChv,DDnt,206.47
AAdk,BBmn,CCst,DDnw,847.51
AAdk,BBmn,CCbx,DDrz,849.78
AAdk,BBmn,CChv,DDcl,338.07
AAdk,BBmn,CCst,DDlp,596.07
AAdk,BBmn,CCbx,DDcs,215.12
AAdk,BBmn,CChv,DDhm,474.83
AAdk,BBmn,CCst,DDdf,732.39
AAdk,BBmn,CCbx,DDjn,94.0
AAdk,BBtw,CChv,DDnt,734.09
AAdk,BBtw,CCst,DDnw,867.73
AAdk,BBtw,CCbx,DDrz,997.98
AAdk,BBtw,CChv,DDcl,869.85
AAdk,BBtw,CCst,DDlp,236.16
AAdk,BBtw,CCbx,DDcs,758.78
AAdk,BBtw,CChv,DDhm,503.6
AAdk,BBtw,CCst,DDdf,763.84
AAdk,BBtw,CCbx,DDjn,381.08
