AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,11.34
AAdk,BBtw,CChv,DDtv,EEmn,652.82
AAdk,BBtw,CChv,DDnt,EEfh,653.09
AAdk,BBtw,CChv,DDtv,EElp,908.6
AAdk,BBtw,CChv,DDnt,EEfx,934.91
AAdk,BBtw,CChv,DDtv,EEhr,295.27
AAdk,BBst,CChv,DDnt,EEdn,40.83
AAdk,BBst,CChv,DDtv,EEmn,938.33
AAdk,BBst,CChv,DDnt,EEfh,430.03
AAdk,BBst,CChv,DDtv,EElp,307.87
AAdk,BBst,CChv,DDnt,EEfx,435.19
AAdk,BBst,CChv,DDtv,EEhr,439.0
AAdk,BBtw,CChv,DDnt,EEdn,583.83
AAdk,BBtw,CChv,DDtv,EEmn,843.59
AAdk,BBtw,CChv,DDnt,EEfh,716.57
AAdk,BBtw,CChv,DDtv,EElp,79.58
AAdk,BBtw,CChv,DDnt,EEfx,849.96
AAdk,BBtw,CChv,DDtv,EEhr,82.06
AAdk,BBst,CChv,DDnt,EEdn,337.88
AAdk,BBst,CChv,DDtv,EEmn,857.16
AAdk,BBst,CChv,DDnt,EEfh,359.31
AAdk,BBst,CChv,DDtv,EElp,877.3
AAdk,BBst,CChv,DDnt,EEfx,754.06
AAdk,BBst,CChv,DDtv,EEhr,252.1
