AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,768.04
AAdk,BBtw,CChv,DDtv,EEmn,385.53
AAdk,BBtw,CChv,DDpw,EEfh,387.98
AAdk,BBtw,CChv,DDnt,EElp,510.39
AAdk,BBtw,CChv,DDtv,EEfx,271.59
AAdk,BBtw,CChv,DDpw,EEhr,911.8
AAdk,BBtw,CChv,DDnt,EEhl,657.63
AAdk,BBtw,CChv,DDtv,EEdn,402.04
AAdk,BBtw,CChv,DDpw,EEmn,916.45
AAdk,BBst,CChv,DDnt,EEdn,159.64
AAdk,BBst,CChv,DDtv,EEmn,802.41
AAdk,BBst,CChv,DDpw,EEfh,675.31
AAdk,BBst,CChv,DDnt,EElp,946.2
AAdk,BBst,CChv,DDtv,EEfx,310.08
AAdk,BBst,CChv,DDpw,EEhr,56.59
AAdk,BBst,CChv,DDnt,EEhl,699.32
AAdk,BBst,CChv,DDtv,EEdn,67.37
AAdk,BBst,CChv,DDpw,EEmn,452.68
AAdk,BBtw,CChv,DDnt,EEdn,70.39
AAdk,BBtw,CChv,DDtv,EEmn,966.35
AAdk,BBtw,CChv,DDpw,EEfh,712.85
AAdk,BBtw,CChv,DDnt,EElp,842.73
AAdk,BBtw,CChv,DDtv,EEfx,847.69
AAdk,BBtw,CChv,DDpw,EEhr,848.69
AAdk,BBtw,CChv,DDnt,EEhl,591.14
AAdk,BBtw,CChv,DDtv,EEdn,472.36
AAdk,BBtw,CChv,DDpw,EEmn,737.45
AAdk,BBst,CChv,DDnt,EEdn,609.83
AAdk,BBst,CChv,DDtv,EEmn,229.01
AAdk,BBst,CChv,DDpw,EEfh,230.62
AAdk,BBst,CChv,DDnt,EElp,233.19
AAdk,BBst,CChv,DDtv,EEfx,234.83
AAdk,BBst,CChv,DDpw,EEhr,365.64
AAdk,BBst,CChv,DDnt,EEhl,500.38
AAdk,BBst,CChv,DDtv,EEdn,509.63
AAdk,BBst,CChv,DDpw,EEmn,510.84
