AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,518.16
AAdk,BBtw,CCst,DDnw,11.87
AAdk,BBtw,CCbx,DDrz,907.5
AAdk,BBtw,CChv,DDcl,148.38
AAdk,BBtw,CCst,DDlp,408.71
AAdk,BBtw,CCbx,DDcs,541.41
AAdk,BBtw,CChv,DDhm,543.84
AAdk,BBtw,CCst,DDnt,810.7
AAdk,BBtw,CCbx,DDnw,44.73
AAdk,BBrv,CChv,DDnt,53.38
AAdk,BBrv,CCst,DDnw,181.43
AAdk,BBrv,CCbx,DDrz,571.08
AAdk,BBrv,CChv,DDcl,64.07
AAdk,BBrv,CCst,DDlp,708.36
AAdk,BBrv,CCbx,DDcs,976.51
AAdk,BBrv,CChv,DDhm,212.93
AAdk,BBrv,CCst,DDnt,473.1
AAdk,BBrv,CCbx,DDnw,987.61
AAdk,BBtw,CChv,DDnt,732.07
AAdk,BBtw,CCst,DDnw,862.71
AAdk,BBtw,CCbx,DDrz,738.27
AAdk,BBtw,CChv,DDcl,484.23
AAdk,BBtw,CCst,DDlp,356.58
AAdk,BBtw,CCbx,DDcs,492.93
AAdk,BBtw,CChv,DDhm,878.16
AAdk,BBtw,CCst,DDnt,886.43
AAdk,BBtw,CCbx,DDnw,639.05
