AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,133.86
AAdk,BBtw,CCst,DDnw,649.77
AAdk,BBtw,CCbx,DDrz,403.68
AAdk,BBtw,CChv,DDcl,927.65
AAdk,BBtw,CCst,DDlp,547.61
AAdk,BBtw,CCbx,DDcs,936.35
AAdk,BBtw,CChv,DDhm,553.75
AAdk,BBtw,CCst,DDdf,50.45
AAdk,BBtw,CCbx,DDnt,563.22
AAdk,BBrv,CChv,DDnt,947.39
AAdk,BBrv,CCst,DDnw,696.03
AAdk,BBrv,CCbx,DDrz,320.37
AAdk,BBrv,CChv,DDcl,706.25
AAdk,BBrv,CCst,DDlp,706.66
AAdk,BBrv,CCbx,DDcs,579.86
AAdk,BBrv,CChv,DDhm,709.37
AAdk,BBrv,CCst,DDdf,330.4
AAdk,BBrv,CCbx,DDnt,337.74
AAdk,BBtw,CChv,DDnt,850.26
AAdk,BBtw,CCst,DDnw,721.52
AAdk,BBtw,CCbx,DDrz,345.02
AAdk,BBtw,CChv,DDcl,480.67
AAdk,BBtw,CCst,DDlp,482.84
AAdk,BBtw,CCbx,DDcs,98.32
AAdk,BBtw,CChv,DDhm,759.57
AAdk,BBtw,CCst,DDdf,123.32
AAdk,BBtw,CCbx,DDnt,125.34
