AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,142.02
AAdk,BBtw,CCst,DDnw,533.74
AAdk,BBtw,CChv,DDrz,412.32
AAdk,BBtw,CCst,DDcl,157.91
AAdk,BBtw,CChv,DDlp,167.82
AAdk,BBtw,CCst,DDnt,39.55
AAdk,BBrv,CChv,DDnt,565.94
AAdk,BBrv,CCst,DDnw,566.03
AAdk,BBrv,CChv,DDrz,826.13
AAdk,BBrv,CCst,DDcl,60.54
AAdk,BBrv,CChv,DDlp,700.31
AAdk,BBrv,CCst,DDnt,831.82
AAdk,BBmn,CChv,DDnt,323.31
AAdk,BBmn,CCst,DDnw,964.26
AAdk,BBmn,CChv,DDrz,965.94
AAdk,BBmn,CCst,DDcl,590.5
AAdk,BBmn,CChv,DDlp,719.18
AAdk,BBmn,CCst,DDnt,598.16
AAdk,BBtw,CChv,DDnt,600.16
AAdk,BBtw,CCst,DDnw,95.48
AAdk,BBtw,CChv,DDrz,864.32
AAdk,BBtw,CCst,DDcl,232.03
AAdk,BBtw,CChv,DDlp,879.01
AAdk,BBtw,CCst,DDnt,628.39
