Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,258.23
AAdk,BBtw,CChv,DDtv,EEmn,899.87
AAdk,BBtw,CChv,DDnt,EEfh,654.84
AAdk,BBtw,CChv,DDtv,EElp,145.62
AAdk,BBtw,CChv,DDnt,EEfx,23.09
AAdk,BBtw,CChv,DDtv,EEhr,284.74
AAdk,BBst,CChv,DDnt,EEdn,926.02
AAdk,BBst,CChv,DDtv,EEmn,44.56
AAdk,BBst,CChv,DDnt,EEfh,818.15
AAdk,BBst,CChv,DDtv,EElp,571.56
AAdk,BBst,CChv,DDnt,EEfx,835.72
AAdk,BBst,CChv,DDtv,EEhr,714.89
AAdk,BBtw,CChv,DDnt,EEdn,844.96
AAdk,BBtw,CChv,DDtv,EEmn,590.5
AAdk,BBtw,CChv,DDnt,EEfh,350.19
AAdk,BBtw,CChv,DDtv,EElp,94.79
AAdk,BBtw,CChv,DDnt,EEfx,357.08
AAdk,BBtw,CChv,DDtv,EEhr,492.98
AAdk,BBst,CChv,DDnt,EEdn,876.15
AAdk,BBst,CChv,DDtv,EEmn,238.04
AAdk,BBst,CChv,DDnt,EEfh,370.75
AAdk,BBst,CChv,DDtv,EElp,626.91
AAdk,BBst,CChv,DDnt,EEfx,376.64
AAdk,BBst,CChv,DDtv,EEhr,252.45
