AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,255.18
AAdk,BBtw,CChv,DDtv,EEmn,271.33
AAdk,BBtw,CChv,DDnt,EEfh,530.02
AAdk,BBtw,CChv,DDtv,EElp,295.66
AAdk,BBtw,CChv,DDnt,EEfx,41.64
AAdk,BBtw,CChv,DDtv,EEhr,428.14
AAdk,BBst,CChv,DDnt,EEdn,44.96
AAdk,BBst,CChv,DDtv,EEmn,46.91
AAdk,BBst,CChv,DDnt,EEfh,438.57
AAdk,BBst,CChv,DDtv,EElp,951.58
AAdk,BBst,CChv,DDnt,EEfx,572.45
AAdk,BBst,CChv,DDtv,EEhr,961.65
AAdk,BBtw,CChv,DDnt,EEdn,577.59
AAdk,BBtw,CChv,DDtv,EEmn,247.44
AAdk,BBtw,CChv,DDnt,EEfh,347.64
AAdk,BBtw,CChv,DDtv,EElp,492.52
AAdk,BBtw,CChv,DDnt,EEfx,239.3
AAdk,BBtw,CChv,DDtv,EEhr,242.87
AAdk,BBst,CChv,DDnt,EEdn,885.61
AAdk,BBst,CChv,DDtv,EEmn,118.04
AAdk,BBst,CChv,DDnt,EEfh,759.97
AAdk,BBst,CChv,DDtv,EElp,763.46
AAdk,BBst,CChv,DDnt,EEfx,765.32
AAdk,BBst,CChv,DDtv,EEhr,383.19
