AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,131.74
AAdk,BBtw,CCst,DDnw,648.85
AAdk,BBtw,CCbx,DDrz,905.56
AAdk,BBtw,CChv,DDcl,651.67
AAdk,BBtw,CCst,DDlp,653.42
AAdk,BBtw,CCbx,DDcs,526.87
AAdk,BBtw,CChv,DDhm,653.12
AAdk,BBtw,CCst,DDnt,785.52
AAdk,BBtw,CCbx,DDnw,914.76
AAdk,BBrv,CChv,DDnt,405.72
AAdk,BBrv,CCst,DDnw,663.75
AAdk,BBrv,CCbx,DDrz,924.48
AAdk,BBrv,CChv,DDcl,30.49
AAdk,BBrv,CCst,DDlp,287.27
AAdk,BBrv,CCbx,DDcs,417.79
AAdk,BBrv,CChv,DDhm,818.17
AAdk,BBrv,CCst,DDnt,829.56
AAdk,BBrv,CCbx,DDnw,321.84
AAdk,BBmn,CChv,DDnt,65.11
AAdk,BBmn,CCst,DDnw,579.71
AAdk,BBmn,CCbx,DDrz,324.56
AAdk,BBmn,CChv,DDcl,708.5
AAdk,BBmn,CCst,DDlp,580.2
AAdk,BBmn,CCbx,DDcs,341.26
AAdk,BBmn,CChv,DDhm,995.48
AAdk,BBmn,CCst,DDnt,357.61
AAdk,BBmn,CCbx,DDnw,231.9
AAdk,BBtw,CChv,DDnt,743.91
AAdk,BBtw,CCst,DDnw,363.56
AAdk,BBtw,CCbx,DDrz,368.41
AAdk,BBtw,CChv,DDcl,114.11
AAdk,BBtw,CCst,DDlp,499.77
AAdk,BBtw,CCbx,DDcs,251.79
AAdk,BBtw,CChv,DDhm,892.76
AAdk,BBtw,CCst,DDnt,382.33
AAdk,BBtw,CCbx,DDnw,639.57
