AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,130.06
AAdk,BBtw,CChv,DDtv,EEmn,906.6
AAdk,BBtw,CChv,DDnt,EEfh,394.74
AAdk,BBtw,CChv,DDtv,EElp,652.32
AAdk,BBtw,CChv,DDnt,EEfx,652.13
AAdk,BBtw,CChv,DDtv,EEdn,529.14
AAdk,BBst,CChv,DDnt,EEdn,409.48
AAdk,BBst,CChv,DDtv,EEmn,284.11
AAdk,BBst,CChv,DDnt,EEfh,47.75
AAdk,BBst,CChv,DDtv,EElp,690.39
AAdk,BBst,CChv,DDnt,EEfx,436.31
AAdk,BBst,CChv,DDtv,EEdn,446.24
AAdk,BBtw,CChv,DDnt,EEdn,320.2
AAdk,BBtw,CChv,DDtv,EEmn,321.27
AAdk,BBtw,CChv,DDnt,EEfh,83.8
AAdk,BBtw,CChv,DDtv,EElp,475.17
AAdk,BBtw,CChv,DDnt,EEfx,987.74
AAdk,BBtw,CChv,DDtv,EEdn,92.85
AAdk,BBst,CChv,DDnt,EEdn,735.44
AAdk,BBst,CChv,DDtv,EEmn,224.87
AAdk,BBst,CChv,DDnt,EEfh,488.59
AAdk,BBst,CChv,DDtv,EElp,875.04
AAdk,BBst,CChv,DDnt,EEfx,620.3
AAdk,BBst,CChv,DDtv,EEdn,892.74
