Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,15.99
AAdk,BBtw,CCst,DDnw,790.13
AAdk,BBtw,CCbx,DDrz,154.65
AAdk,BBtw,CChv,DDcl,926.01
AAdk,BBtw,CCst,DDlp,163.82
AAdk,BBtw,CCbx,DDcs,296.97
AAdk,BBrv,CChv,DDnt,555.07
AAdk,BBrv,CCst,DDnw,430.9
AAdk,BBrv,CCbx,DDrz,431.03
AAdk,BBrv,CChv,DDcl,430.23
AAdk,BBrv,CCst,DDlp,435.83
AAdk,BBrv,CCbx,DDcs,445.07
AAdk,BBmn,CChv,DDnt,961.82
AAdk,BBmn,CCst,DDnw,962.61
AAdk,BBmn,CCbx,DDrz,963.88
AAdk,BBmn,CChv,DDcl,839.81
AAdk,BBmn,CCst,DDlp,215.41
AAdk,BBmn,CCbx,DDcs,216.28
AAdk,BBtw,CChv,DDnt,90.47
AAdk,BBtw,CCst,DDnw,988.99
AAdk,BBtw,CCbx,DDrz,605.17
AAdk,BBtw,CChv,DDcl,372.98
AAdk,BBtw,CCst,DDlp,757.75
AAdk,BBtw,CCbx,DDcs,888.5
